FID_1,id,waddrid,wxcord,wycord,TAZID,COUNTYID,STATEID,AREA_TYPE,DISTR_ID,SDISTR_ID,EXTERNAL
425,425,2943 FOLTS CIR_CHATTANOOGA_TN,-85.29143100000,35.09457100000,385,65,47,3,3,8,0
137,137,1301 DALLAS ROAD_CHATTANOOGA_TN,-85.30421300000,35.07925500000,384,65,47,3,3,7,0
207,207,1705 WHITEOAK RD_CHATTANOOGA_TN,-85.30044550000,35.08311080000,384,65,47,3,3,7,0
252,252,1950 HIXSON PIKE_CHATTANOOGA_TN,-85.29077030000,35.08320050000,313,65,47,3,3,7,0
1021,1021,923 MISSISSIPPI AVENUE_CHATTANOOGA_TN,-85.29490400000,35.06960300000,313,65,47,3,3,7,0
193,193,16 FAIRHILLS DR_CHATTANOOGA_TN,-85.29107100000,35.06343700000,242,65,47,2,3,7,0
300,300,205 ISLAND AVE_CHATTANOOGA_TN,-85.29900500000,35.06164000000,242,65,47,2,3,7,0
289,289,202 TREMONT STREET_CHATTANOOGA_TN,-85.30397100000,35.06271100000,311,65,47,2,3,7,0
305,305,207 TREMONT ST_CHATTANOOGA_TN,-85.30388900000,35.06305200000,311,65,47,2,3,7,0
166,166,14237 ALABAMA HWY_ROCK SPRING_GA,-85.14887200000,34.77734200000,141,47,13,4,12,35,0
79,79,11400 HWY 41_RINGGOLD_GA,-85.07357200000,34.88864300000,91,47,13,4,12,35,0
296,296,204 OLD SALEM CHURCH RD_RINGGOLD_GA,-85.03920400000,34.94439500000,125,47,13,4,12,35,0
988,988,8757 ALABAMA HWY_RINGGOLD_GA,-85.14402220000,34.85863030000,90,47,13,4,12,35,0
896,896,730 JONES RD_CHATTANOOGA_TN,-85.14458600000,34.84340500000,94,47,13,4,12,35,0
28,28,1008 N BEAUMONT RD_ROCK SPRING_GA,-85.19947340000,34.82553130000,51,47,13,4,12,34,0
36,36,1015 LAFAYETTE RD_CHICKAMAUGA_GA,-85.26872600000,34.87328000000,43,295,13,4,11,31,0
117,117,12454 N HIGHWAY 27_CHICKAMAUGA_GA,-85.27002900000,34.87809800000,43,295,13,4,11,31,0
118,118,12454 N HWY 27_CHICKAMAUGA_GA,-85.27002900000,34.87809800000,43,295,13,4,11,31,0
123,123,12587 N HIGHWAY 27_CHICKAMAUGA_GA,-85.27165500000,34.87842800000,43,295,13,4,11,31,0
76,76,112 CRESCENT AVE_CHICKAMAUGA_GA,-85.29535560000,34.87353960000,205,295,13,3,11,31,0
430,430,300 CRESCENT AVE_CHICKAMAUGA_GA,-85.29757200000,34.87119600000,205,295,13,3,11,31,0
415,415,278 OAK GROVE ROAD_CHICKAMAUGA_GA,-85.32912400000,34.85396600000,209,295,13,4,11,31,0
557,557,4030 S ACCESS RD_CHATTANOOGA_TN,-85.21334800000,35.08158300000,902,65,47,3,6,19,0
631,631,4603 AMNICOLA HWY_CHATTANOOGA_TN,-85.23508980000,35.09573540000,901,65,47,3,6,19,0
584,584,428 ROLLINS INDUSTRIAL BLVD_RINGGOLD_GA,-85.12325600000,34.89268600000,807,47,13,3,12,35,0
935,935,800 LAFAYETTE ST_RINGGOLD_GA,-85.13015200000,34.89207200000,807,47,13,3,12,35,0
605,605,438 DEPOT ST_RINGGOLD_GA,-85.10419790000,34.90970450000,801,47,13,3,12,33,0
582,582,425 GREYSTONE DR_RINGGOLD_GA,-85.06244300000,34.97264300000,108,47,13,4,12,35,0
544,544,4005 POPLAR SPRINGS ROAD_RINGGOLD_GA,-85.19317700000,34.89189200000,56,47,13,3,12,34,0
526,526,3903 VOLUNTEER DR # 10_CHATTANOOGA_TN,-85.19792900000,35.07045700000,446,65,47,3,6,19,0
527,527,3903 VOLUNTEER DR_CHATTANOOGA_TN,-85.19792900000,35.07045700000,446,65,47,3,6,19,0
529,529,3922 VOLUNTEER DR # 9_CHATTANOOGA_TN,-85.19903400000,35.07283800000,446,65,47,3,6,19,0
554,554,4019 INDUSTRY DR_CHATTANOOGA_TN,-85.20338700000,35.07160900000,446,65,47,3,6,19,0
1074,1074,BONNY OAKS DR / YOUNGSTOWN RD_CHATTANOOGA_TN,-85.21679980000,35.08043870000,891,65,47,3,6,19,0
1129,1129,PINE ST / CEDAR ST_CHATTANOOGA_TN,-85.23332180000,35.09112160000,341,65,47,3,2,6,0
571,571,4126 S CREEK RD_CHATTANOOGA_TN,-85.24173600000,35.09375580000,880,65,47,3,2,6,0
591,591,4301 AMNICOLA HWY_CHATTANOOGA_TN,-85.24530200000,35.09594800000,882,65,47,3,2,6,0
601,601,4325 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.24367900000,35.09990400000,882,65,47,3,2,6,0
621,621,4501 AMNICOLA HWY_CHATTANOOGA_TN,-85.23859319000,35.09727964000,882,65,47,3,2,6,0
626,626,4518 TENNESSEE 58_CHATTANOOGA_TN,-85.23662370000,35.09623050000,882,65,47,3,2,6,0
590,590,4300 FOUNDERS WAY_CHATTANOOGA_TN,-85.18612200000,35.07253500000,470,65,47,3,6,19,0
595,595,4310 DISTRIBUTION DR_CHATTANOOGA_TN,-85.17711000000,35.07123000000,470,65,47,3,6,19,0
602,602,4325 JERSEY PIKE # B_CHATTANOOGA_TN,-85.19145300000,35.07154300000,470,65,47,3,6,19,0
776,776,6101 ENTERPRISE PARK DR_CHATTANOOGA_TN,-85.18996900000,35.07299200000,470,65,47,3,6,19,0
796,796,6188 ADAMSON CIR_CHATTANOOGA_TN,-85.18273200000,35.07340700000,470,65,47,3,6,19,0
797,797,6206 BONNY OAKS DRIVE_CHATTANOOGA_TN,-85.18017200000,35.07371200000,470,65,47,3,6,19,0
809,809,6310 BONNY OAKS DR_CHATTANOOGA_TN,-85.17423300000,35.07408640000,470,65,47,3,6,19,0
1073,1073,BONNY OAKS DR / JERSEY PIKE_CHATTANOOGA_TN,-85.19032270000,35.07360130000,470,65,47,3,6,19,0
1097,1097,FOUNDERS WAY / ENTERPRISE PARK DR_CHATTANOOGA_TN,-85.18557970000,35.07060250000,470,65,47,3,6,19,0
412,412,2711 BOYNTON DR_INDIAN SPRINGS_GA,-85.16803000000,34.92377210000,84,47,13,3,12,34,0
583,583,4251 3 NOTCH RD_INDIAN SPRINGS_GA,-85.18330800000,34.89597100000,84,47,13,3,12,34,0
533,533,397 BAGGETT RD_RINGGOLD_GA,-85.16224600000,34.91775800000,85,47,13,3,12,34,0
674,674,503 SMOKETREE CIR_RINGGOLD_GA,-85.16380000000,34.90088500000,85,47,13,3,12,34,0
883,883,716 INDUSTRIAL BOULEVARD_RINGGOLD_GA,-85.11893700000,34.90350000000,81,47,13,3,12,34,0
486,486,340 EVITT LN_RINGGOLD_GA,-85.14198800000,34.90086100000,86,47,13,3,12,34,0
598,598,432 ARABIAN DR_RINGGOLD_GA,-85.11687700000,34.91681610000,719,47,13,3,12,33,0
680,680,5063 ALABAMA HWY_RINGGOLD_GA,-85.12190800000,34.91672800000,719,47,13,3,12,33,0
951,951,81 CHURCH ST_RINGGOLD_GA,-85.11408200000,34.91601300000,719,47,13,3,12,33,0
170,170,144 CIRCLE DR_RINGGOLD_GA,-85.11811850000,34.91989610000,77,47,13,3,12,33,0
231,231,182 TIGER TRL_RINGGOLD_GA,-85.10962100000,34.92005000000,77,47,13,3,12,33,0
424,424,29 TIGER TRAIL_RINGGOLD_GA,-85.11163100000,34.92203645000,77,47,13,3,12,33,0
532,532,3960 POPLAR SPRINGS ROAD_RINGGOLD_GA,-85.19272500000,34.89588100000,60,47,13,3,12,34,0
89,89,118 LEONA DR_RINGGOLD_GA,-85.21095600000,34.91161400000,62,47,13,3,12,34,0
991,991,886 LEE DR_FORT OGLETHORPE_GA,-85.20762100000,34.90873400000,62,47,13,3,12,34,0
543,543,4005 CROMWELL RD_CHATTANOOGA_TN,-85.20792600000,35.06411000000,904,65,47,3,7,22,0
586,586,4295 CROMWELL RD # 308_CHATTANOOGA_TN,-85.19681200000,35.06513300000,904,65,47,3,7,22,0
587,587,4295 CROMWELL RD # 309_CHATTANOOGA_TN,-85.19681200000,35.06513300000,904,65,47,3,7,22,0
588,588,4295 CROMWELL RD_CHATTANOOGA_TN,-85.19681200000,35.06513300000,904,65,47,3,7,22,0
589,589,4295 CROMWELL ROAD #409_CHATTANOOGA_TN,-85.19681200000,35.06513300000,904,65,47,3,7,22,0
1080,1080,CAMPBELL ST / MOON ST_CHATTANOOGA_TN,-85.24343490000,35.06962580000,897,65,47,3,2,6,0
372,372,2401 BACHMAN STREET_CHATTANOOGA_TN,-85.24869500000,35.06811600000,344,65,47,2,2,6,0
475,475,3301 DODSON AVE_CHATTANOOGA_TN,-85.24863100000,35.07553400000,434,65,47,2,2,6,0
199,199,1617 WILCOX BLVD_CHATTANOOGA_TN,-85.26930100000,35.05697500000,755,65,47,2,1,3,0
627,627,453 CUMBERLAND ST_CHATTANOOGA_TN,-85.28089500000,35.04581900000,755,65,47,2,1,3,0
945,945,801 N HOLTZCLAW AVE_CHATTANOOGA_TN,-85.27732900000,35.04977900000,755,65,47,2,1,3,0
946,946,801 NORTH HOLTZCLAW AVENUE_CHATTANOOGA_TN,-85.27732900000,35.04977900000,755,65,47,2,1,3,0
961,961,824 CUMBERLAND ST_CHATTANOOGA_TN,-85.27904400000,35.04706280000,755,65,47,2,1,3,0
23,23,1001 LATTA ST_CHATTANOOGA_TN,-85.26800290000,35.07113300000,282,65,47,2,2,6,0
148,148,1330 APPLING ST_CHATTANOOGA_TN,-85.26234500000,35.07062200000,282,65,47,2,2,6,0
184,184,1507 WILDER ST_CHATTANOOGA_TN,-85.25639400000,35.07619200000,282,65,47,2,2,6,0
407,407,2701 BELLE ARBOR AVENUE_CHATTANOOGA_TN,-85.26596400000,35.07429900000,282,65,47,2,2,6,0
436,436,3009 WOOD AVE_CHATTANOOGA_TN,-85.25960000000,35.07614700000,282,65,47,2,2,6,0
461,461,3167 ELMENDORF CIR_CHATTANOOGA_TN,-85.26379300000,35.08037900000,282,65,47,2,2,6,0
730,730,5637 HWY 58_CHATTANOOGA_TN,-85.27453580000,35.05972160000,282,65,47,2,2,6,0
1009,1009,910 WISDOM ST_CHATTANOOGA_TN,-85.26321100000,35.07986400000,282,65,47,2,2,6,0
256,256,1B RIVERSIDE LN_CHATTANOOGA_TN,-85.27331400000,35.08223800000,886,65,47,2,2,6,0
404,404,2651 RIVERPORT RD_CHATTANOOGA_TN,-85.27412300000,35.07999300000,886,65,47,2,2,6,0
417,417,2800 RIVERPORT RD_CHATTANOOGA_TN,-85.26861100000,35.07994200000,886,65,47,2,2,6,0
550,550,401 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.27550800000,35.07325800000,886,65,47,2,2,6,0
760,760,600 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.27298990000,35.07020100000,886,65,47,2,2,6,0
853,853,700 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.27134400000,35.07035590000,886,65,47,2,2,6,0
1065,1065,APPLING STREET / AMNICOLA HWY_CHATTANOOGA_TN,-85.26864130000,35.07329390000,886,65,47,2,2,6,0
155,155,1401 MUELLER AVENUE_CHATTANOOGA_TN,-85.25468200000,35.08693500000,883,65,47,2,2,6,0
541,541,4001 N HAWTHORNE ST_CHATTANOOGA_TN,-85.24681090000,35.08691450000,883,65,47,2,2,6,0
1064,1064,ALLIN ST / N ORCHARD KNOB AVE_CHATTANOOGA_TN,-85.25086060000,35.07864270000,883,65,47,2,2,6,0
62,62,1100 HIXSON PIKE_CHATTANOOGA_TN,-85.28910900000,35.06847000000,312,65,47,3,3,7,0
178,178,1500 LEXINGTON ST_CHATTANOOGA_TN,-85.28706500000,35.07001300000,312,65,47,3,3,7,0
187,187,1511 RIVERVIEW RD_CHATTANOOGA_TN,-85.28328800000,35.06457800000,312,65,47,3,3,7,0
995,995,900 EAST 11TH ST_CHATTANOOGA_TN,-85.28522900000,35.08466545000,312,65,47,3,3,7,0
518,518,3800 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.25726800000,35.09065400000,881,65,47,3,2,6,0
539,539,4000 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.25269300000,35.09194500000,881,65,47,3,2,6,0
530,530,3938 BOYNTON DR_INDIAN SPRINGS_GA,-85.18538040000,34.92305300000,40,47,13,3,12,34,0
457,457,3150 BOYNTON DR_RINGGOLD_GA,-85.17465660000,34.92540530000,63,47,13,3,12,34,0
531,531,3938 BOYNTON DR_RINGGOLD_GA,-85.18523100000,34.92368700000,63,47,13,3,12,34,0
729,729,5636 BATTLEFIELD PKWY_INDIAN SPRINGS_GA,-85.17231200000,34.92953900000,63,47,13,3,12,34,0
829,829,66 MAIN STREET_RINGGOLD_GA,-85.17316900000,34.92884400000,63,47,13,3,12,34,0
111,111,122 BATTLEFIELD CIR_RINGGOLD_GA,-85.16606060000,34.92531450000,66,47,13,3,12,34,0
660,660,50 BISCUIT WAY_RINGGOLD_GA,-85.12866600000,34.91156900000,76,47,13,3,12,33,0
1063,1063,ALABAMA HWY / NASHVILLE ST_RINGGOLD_GA,-85.12329850000,34.91823450000,76,47,13,3,12,33,0
719,719,5531 HWY 41_RINGGOLD_GA,-85.13708800000,34.93443400000,74,47,13,3,12,33,0
248,248,1919 POLYMER DRIVE_CHATTANOOGA_TN,-85.19489700000,35.04178500000,468,65,47,3,7,22,0
311,311,2101 POLYMER DR_CHATTANOOGA_TN,-85.19393200000,35.04469000000,468,65,47,3,7,22,0
323,323,2121 POLYMER DRIVE_CHATTANOOGA_TN,-85.19404700000,35.04608200000,468,65,47,3,7,22,0
635,635,4659 SHALLOWFORD_CHATTANOOGA_TN,-85.21392500000,35.04944700000,903,65,47,3,7,22,0
341,341,2200 N CHAMBERLAIN AVE_CHATTANOOGA_TN,-85.24924200000,35.06196800000,334,65,47,2,2,6,0
363,363,2302 OCOEE ST_CHATTANOOGA_TN,-85.25839400000,35.05451200000,334,65,47,2,2,6,0
373,373,2412 BIRD ST_CHATTANOOGA_TN,-85.24515300000,35.06595990000,334,65,47,2,2,6,0
249,249,1929 SHERMAN ST_CHATTANOOGA_TN,-85.26187200000,35.06028500000,284,65,47,2,2,6,0
308,308,2100 GLASS STREET_CHATTANOOGA_TN,-85.25912200000,35.06222800000,757,65,47,2,2,6,0
273,273,2003 JERSEY PIKE_CHATTANOOGA_TN,-85.20012420000,35.05536700000,469,65,47,3,7,22,0
435,435,3002 JERSEY PIKE_CHATTANOOGA_TN,-85.19683500000,35.05750000000,469,65,47,3,7,22,0
570,570,4120 JERSEY PIKE_CHATTANOOGA_TN,-85.19560000000,35.05949700000,469,65,47,3,7,22,0
756,756,5959 SHALLOWFORD RD # 519_CHATTANOOGA_TN,-85.19339600000,35.05641000000,469,65,47,3,7,22,0
757,757,5959 SHALLOWFORD RD_CHATTANOOGA_TN,-85.19339600000,35.05641000000,469,65,47,3,7,22,0
260,260,2 PELICAN DR_CHATTANOOGA_TN,-85.18928390000,35.06907930000,808,65,47,3,7,22,0
269,269,2000 STEIN DR_CHATTANOOGA_TN,-85.18563600000,35.05482900000,808,65,47,3,7,22,0
287,287,2012 STEIN DR_CHATTANOOGA_TN,-85.18625590000,35.05374310000,808,65,47,3,7,22,0
327,327,2139 CHAPMAN RD_CHATTANOOGA_TN,-85.18870080000,35.05847340000,808,65,47,3,7,22,0
771,771,6060 SHALLOWFORD RD_CHATTANOOGA_TN,-85.18685970000,35.05376780000,808,65,47,3,7,22,0
59,59,110 BATTLEFIELD CROSSING COURT_RINGGOLD_GA,-85.20007900000,34.93620300000,35,47,13,3,12,34,0
52,52,108 CATOOSA CIR_INDIAN SPRINGS_GA,-85.18182100000,34.93591700000,36,47,13,3,12,34,0
1100,1100,GEORGIA 3 / TIPTON DR_INDIAN SPRINGS_GA,-85.13924520000,34.93762290000,799,47,13,3,12,33,0
116,116,124 GATEWAY DR_RINGGOLD_GA,-85.15067800000,34.93051800000,798,47,13,3,12,33,0
480,480,333 GATEWAY DR_RINGGOLD_GA,-85.15172500000,34.93287800000,798,47,13,3,12,33,0
735,735,571 CASTLEVIEW DR_INDIAN SPRINGS_GA,-85.14979600000,34.96559900000,67,47,13,3,12,33,0
377,377,243 GENTRY RD_RINGGOLD_GA,-85.14400670000,34.98295020000,73,47,13,3,12,33,0
986,986,8698 TENNESSEE 320_CHATTANOOGA_TN,-85.13257690000,35.00085450000,845,65,47,3,8,25,0
246,246,1911 AMBERLEY TRL_EAST BRAINERD_TN,-85.12291900000,35.01121300000,555,65,47,3,8,25,0
1012,1012,9117 FULLER RD_CHATTANOOGA_TN,-85.11732600000,34.99740200000,554,65,47,3,8,25,0
203,203,1667 OOLTEWAH RINGGOLD RD_EAST BRAINERD_TN,-85.09448100000,35.00134500000,132,65,47,3,8,25,0
288,288,2015 OOLTEWAH RINGGOLD RD_EAST BRAINERD_TN,-85.09279490000,35.00362940000,132,65,47,3,8,25,0
701,701,530 SHADOW PKWY_CHATTANOOGA_TN,-85.10273400000,35.01136500000,132,65,47,3,8,25,0
1051,1051,9629 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.09623600000,35.00038000000,132,65,47,3,8,25,0
46,46,10433 E BRAINERD RD_OOLTEWAH_TN,-85.05757880000,34.99720850000,126,65,47,3,8,26,0
1061,1061,9950 FROST RIDGE DR_EAST BRAINERD_TN,-85.08483500000,34.99884900000,126,65,47,3,8,26,0
20,20,1001 AIRPORT ROAD_CHATTANOOGA_TN,-85.19669600000,35.03727600000,467,65,47,3,7,20,0
209,209,1713 CHICKAMAUGA LOOP_CHATTANOOGA_TN,-85.19470300000,35.03751000000,474,65,47,3,7,22,0
356,356,2244 POLYMER DRIVE_CHATTANOOGA_TN,-85.19403800000,35.05328000000,474,65,47,3,7,22,0
632,632,4626 BONNIE WAY DRIVE_CHATTANOOGA_TN,-85.21433600000,35.04217900000,857,65,47,3,2,18,0
1125,1125,N CREST RD / CABIN RD_CHATTANOOGA_TN,-85.25255290000,35.04741370000,336,65,47,3,2,18,0
388,388,2525 GLENWOOD DR_CHATTANOOGA_TN,-85.25775890000,35.04940670000,735,65,47,2,2,5,0
410,410,2707 CITICO AVE_CHATTANOOGA_TN,-85.25737400000,35.04171800000,735,65,47,2,2,5,0
547,547,401 DODSON AVE_CHATTANOOGA_TN,-85.26706370000,35.03905840000,325,65,47,2,2,5,0
768,768,6025 LEE HWY_CHATTANOOGA_TN,-85.19070100000,35.02793200000,472,65,47,3,7,20,0
800,800,6229 VANCE RD_CHATTANOOGA_TN,-85.18600000000,35.03145000000,472,65,47,3,7,20,0
456,456,315 WILLOW GLEN RD_CHATTANOOGA_TN,-85.16746300000,34.98749700000,692,65,47,3,8,25,0
952,952,8104 KARR ST_CHATTANOOGA_TN,-85.15260470000,34.99157450000,691,65,47,3,8,25,0
955,955,8126 EAST BRAINERD RD_CHATTANOOGA_TN,-85.14877300000,35.00366900000,844,65,47,3,8,25,0
968,968,8344 OAK DR_CHATTANOOGA_TN,-85.14405600000,34.99159800000,844,65,47,3,8,25,0
969,969,8346 IRIS RD_CHATTANOOGA_TN,-85.14211300000,34.99274700000,844,65,47,3,8,25,0
982,982,8603 CELEBRATION WAY_CHATTANOOGA_TN,-85.13851440000,34.99621120000,844,65,47,3,8,25,0
985,985,8645 E BRAINERD RD_CHATTANOOGA_TN,-85.13286940000,35.00092200000,844,65,47,3,8,25,0
1013,1013,912 GRAYSVILLE RD_CHATTANOOGA_TN,-85.14773700000,34.99632600000,844,65,47,3,8,25,0
993,993,8925 QUAIL RUN DR_CHATTANOOGA_TN,-85.09437600000,35.02771600000,604,65,47,3,8,24,0
1020,1020,9221 HUNTERS BEND CIR_CHATTANOOGA_TN,-85.08743180000,35.02046560000,604,65,47,3,8,24,0
106,106,1210 PREMIER DR_CHATTANOOGA_TN,-85.18845800000,35.01298100000,476,65,47,3,7,20,0
751,751,5926 BRAINERD RD_CHATTANOOGA_TN,-85.20852230000,35.01600490000,476,65,47,3,7,20,0
827,827,6576 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.18966500000,35.01877200000,476,65,47,3,7,20,0
653,653,490 GREENWAY VIEW DR_CHATTANOOGA_TN,-85.20532600000,35.00862800000,717,65,47,3,7,20,0
722,722,5600 BRAINERD RD # 3_CHATTANOOGA_TN,-85.21538300000,35.00980300000,717,65,47,3,7,20,0
723,723,5600 BRAINERD RD # C2_CHATTANOOGA_TN,-85.21538300000,35.00980300000,717,65,47,3,7,20,0
724,724,5600 BRAINERD RD C326_CHATTANOOGA_TN,-85.21538300000,35.00980300000,717,65,47,3,7,20,0
725,725,5600 BRAINERD RD_CHATTANOOGA_TN,-85.21538300000,35.00980300000,717,65,47,3,7,20,0
731,731,5704 MARLIN RD_CHATTANOOGA_TN,-85.21078300000,35.00768300000,717,65,47,3,7,20,0
732,732,5705 MARLIN RD # 1400_CHATTANOOGA_TN,-85.21129400000,35.00841700000,717,65,47,3,7,20,0
733,733,5705 MARLIN RD_CHATTANOOGA_TN,-85.21129400000,35.00841700000,717,65,47,3,7,20,0
737,737,5715 CORNELISON RD # 6600_CHATTANOOGA_TN,-85.20883700000,35.00684600000,717,65,47,3,7,20,0
741,741,5736 BRAINERD RD_CHATTANOOGA_TN,-85.21264200000,35.01244400000,717,65,47,3,7,20,0
742,742,5746 MARLIN RD # 602_CHATTANOOGA_TN,-85.20795500000,35.00909500000,717,65,47,3,7,20,0
743,743,5751 UPTAIN RD_CHATTANOOGA_TN,-85.20958190000,35.01049920000,717,65,47,3,7,20,0
874,874,711 EASTGATE LOOP_CHATTANOOGA_TN,-85.21029600000,35.00688400000,717,65,47,3,7,20,0
888,888,721 EASTGATE LOOP ROAD_CHATTANOOGA_TN,-85.21530700000,35.00634800000,717,65,47,3,7,20,0
1095,1095,EAST GATE SHOPING CENTER / LEE HWY_CHATTANOOGA_TN,-85.21596810000,35.00591400000,717,65,47,3,7,20,0
716,716,5501 BRAINERD RD_CHATTANOOGA_TN,-85.22034500000,35.01039300000,462,65,47,3,2,18,0
39,39,1020 NORTH MOORE ROAD_CHATTANOOGA_TN,-85.22021900000,35.02753900000,858,65,47,3,2,18,0
1071,1071,BELLA VISTA DR / N MOORE RD_CHATTANOOGA_TN,-85.21986100000,35.02816840000,858,65,47,3,2,18,0
1101,1101,GILLESPIE RD / HOYT ST_CHATTANOOGA_TN,-85.23727110000,35.04107090000,431,65,47,3,2,18,0
45,45,104 NOWLIN LN_CHATTANOOGA_TN,-85.20155110000,35.02723970000,477,65,47,3,7,20,0
750,750,5921 PINEHURST ST_CHATTANOOGA_TN,-85.20133750000,35.02939120000,477,65,47,3,7,20,0
755,755,5953 BRAINERD RD_CHATTANOOGA_TN,-85.20788400000,35.01692800000,477,65,47,3,7,20,0
1091,1091,E BRAINERD RD / LEE HWY_CHATTANOOGA_TN,-85.20795410000,35.01640880000,477,65,47,3,7,20,0
558,558,406 SCRUGGS RD_CHATTANOOGA_TN,-85.19169050000,34.98705790000,27,65,47,3,4,17,0
841,841,6800 RINGGOLD RD_EAST RIDGE_TN,-85.19137900000,34.98787200000,27,65,47,3,4,17,0
962,962,824 FLINN DR_CHATTANOOGA_TN,-85.17839900000,34.99089500000,27,65,47,3,4,17,0
236,236,187 WREN DR_INDIAN SPRINGS_GA,-85.18319200000,34.98343500000,33,47,13,3,12,33,0
989,989,88 SERVICE LN_INDIAN SPRINGS_GA,-85.18584800000,34.98380200000,33,47,13,3,12,33,0
150,150,1350 MACKEY AVE_CHATTANOOGA_TN,-85.15338740000,35.00595020000,841,65,47,3,8,25,0
999,999,901 JAMES AVE_CHATTANOOGA_TN,-85.15268200000,34.99724590000,841,65,47,3,8,25,0
909,909,7420 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.16315800000,35.01443400000,840,65,47,3,8,25,0
918,918,7540 E BRAINERD RD # 102_CHATTANOOGA_TN,-85.16063700000,35.01276000000,840,65,47,3,8,25,0
929,929,7796 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.15456700000,35.00990000000,840,65,47,3,8,25,0
1090,1090,E BRAINERD RD / GUNBARREL RD_CHATTANOOGA_TN,-85.16363950000,35.01519300000,840,65,47,3,8,25,0
149,149,1335 MACKEY BRANCH DR_CHATTANOOGA_TN,-85.15635300000,35.01291500000,863,65,47,3,8,25,0
180,180,1502 GUNBARREL RD_CHATTANOOGA_TN,-85.16191000000,35.01696000000,863,65,47,3,8,25,0
186,186,1510 GUNBARREL RD_CHATTANOOGA_TN,-85.16148000000,35.01757000000,863,65,47,3,8,25,0
212,212,1720 GUNBARREL RD #304_CHATTANOOGA_TN,-85.15932400000,35.02174600000,863,65,47,3,8,25,0
213,213,1720 GUNBARREL RD_CHATTANOOGA_TN,-85.15932400000,35.02174600000,863,65,47,3,8,25,0
217,217,1730 GUNBARREL RD_CHATTANOOGA_TN,-85.15840600000,35.02231800000,863,65,47,3,8,25,0
218,218,1736 GUNBARREL RD_CHATTANOOGA_TN,-85.15875500000,35.02283800000,863,65,47,3,8,25,0
220,220,1740 GUNBARREL RD_CHATTANOOGA_TN,-85.15858500000,35.02315600000,863,65,47,3,8,25,0
230,230,1816 GUNBARREL RD_CHATTANOOGA_TN,-85.15571500000,35.02458900000,863,65,47,3,8,25,0
912,912,7453 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.16134200000,35.01451900000,863,65,47,3,8,25,0
914,914,7490 ZIEGLER RD_CHATTANOOGA_TN,-85.15904700000,35.01918900000,863,65,47,3,8,25,0
919,919,7550 E BRAINERD RD # 101_CHATTANOOGA_TN,-85.15984100000,35.01313000000,863,65,47,3,8,25,0
923,923,7633 E BRAINERD RD_CHATTANOOGA_TN,-85.15684000000,35.01170400000,863,65,47,3,8,25,0
926,926,7737 E BRAINERD RD_CHATTANOOGA_TN,-85.15562000000,35.01142100000,863,65,47,3,8,25,0
927,927,7745 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.15363500000,35.01207700000,864,65,47,3,8,25,0
1113,1113,JENKINS RD / EAST BRAINERD RD_CHATTANOOGA_TN,-85.15321480000,35.00902030000,864,65,47,3,8,25,0
221,221,1751 GUNBARREL RD_CHATTANOOGA_TN,-85.16016640000,35.02176960000,764,65,47,3,8,25,0
243,243,1905 GUNBARREL RD_CHATTANOOGA_TN,-85.15747590000,35.02691530000,764,65,47,3,8,25,0
1094,1094,EAST BRAINERD RD / CONCHORD RD_CHATTANOOGA_TN,-85.17223800000,35.01875000000,764,65,47,3,8,25,0
244,244,1906 GUNBARREL RD_CHATTANOOGA_TN,-85.15655900000,35.02748290000,709,65,47,3,8,25,0
351,351,2219 JENKINS RD_CHATTANOOGA_TN,-85.13530130000,35.03196760000,862,65,47,3,8,25,0
789,789,6148 LEE HIGHWAY_CHATTANOOGA_TN,-85.18848300000,35.02805100000,765,65,47,3,7,20,0
790,790,6148 LEE HWY # 116_CHATTANOOGA_TN,-85.18833300000,35.02697900000,765,65,47,3,7,20,0
801,801,6231 PERIMETER DR_CHATTANOOGA_TN,-85.18347600000,35.02976400000,765,65,47,3,7,20,0
802,802,6236 LEE HWY_CHATTANOOGA_TN,-85.18410600000,35.03063000000,765,65,47,3,7,20,0
803,803,6240 PERIMETER DRIVE_CHATTANOOGA_TN,-85.18202300000,35.02780000000,765,65,47,3,7,20,0
804,804,6241 PERIMETER DR_CHATTANOOGA_TN,-85.18179700000,35.02955300000,765,65,47,3,7,20,0
831,831,6611 E BRAINERD RD_CHATTANOOGA_TN,-85.18610095000,35.01897150000,765,65,47,3,7,20,0
233,233,1831 HICKORY VALLEY RD_CHATTANOOGA_TN,-85.17530400000,35.03125800000,763,65,47,3,7,21,0
835,835,6712 CUSTOMER DELIGHT DR_CHATTANOOGA_TN,-85.18047700000,35.03229400000,763,65,47,3,7,21,0
