w_geocode,state,stateID,county,countyID,tract,block_group,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CNSTotal,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,empedu_p,empTotal,emptrn_p
470650011001001,Tennessee,47,Hamilton County,065,001100,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0
470650011001002,Tennessee,47,Hamilton County,065,001100,1002,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650011001006,Tennessee,47,Hamilton County,065,001100,1006,0,0,0,0,0,0,53,0,0,0,0,25,0,0,0,2,0,0,0,0,80,0,0,0,2,25,53,0,0,0,80,0
470650011001008,Tennessee,47,Hamilton County,065,001100,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,32,0,0,0,0,0,32,0
470650011001010,Tennessee,47,Hamilton County,065,001100,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,105,0,0,0,0,0,0,105,0,0,105,0
470650011001016,Tennessee,47,Hamilton County,065,001100,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,7,0
470650011001019,Tennessee,47,Hamilton County,065,001100,1019,0,0,0,0,0,0,7,0,0,0,59,0,0,0,0,0,0,0,0,0,66,0,0,0,0,59,7,0,0,0,66,0
470650011001022,Tennessee,47,Hamilton County,065,001100,1022,0,0,0,27,0,25,0,0,0,0,0,1,0,0,0,3,0,0,36,0,92,0,0,25,3,1,0,36,27,0,92,25
470650011001026,Tennessee,47,Hamilton County,065,001100,1026,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650011001027,Tennessee,47,Hamilton County,065,001100,1027,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,394,0,0,386,8,0,0,0,0,0,394,0
470650011001037,Tennessee,47,Hamilton County,065,001100,1037,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650011001043,Tennessee,47,Hamilton County,065,001100,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0
470650011001052,Tennessee,47,Hamilton County,065,001100,1052,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,59,0,0,15,8,0,0,36,0,0,59,0
470650011001053,Tennessee,47,Hamilton County,065,001100,1053,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,17,17
470650011001054,Tennessee,47,Hamilton County,065,001100,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46,46,0
470650011001056,Tennessee,47,Hamilton County,065,001100,1056,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0
470650011002000,Tennessee,47,Hamilton County,065,001100,2000,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,0,9,0
470650011002002,Tennessee,47,Hamilton County,065,001100,2002,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,15,0,0,0,0,19,0,0,0,15,4,0,0,0,0,19,0
470650011002003,Tennessee,47,Hamilton County,065,001100,2003,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,15,4,0,0,19,0
470650011002004,Tennessee,47,Hamilton County,065,001100,2004,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,13,0,0,30,13,0,0,14,0,3,0,0,0,30,0
470650011002005,Tennessee,47,Hamilton County,065,001100,2005,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0
470650011002006,Tennessee,47,Hamilton County,065,001100,2006,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,113,0,0,0,0,128,0,0,0,113,10,0,0,0,5,128,0
470650011002008,Tennessee,47,Hamilton County,065,001100,2008,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0
470650011002009,Tennessee,47,Hamilton County,065,001100,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0
470650011002010,Tennessee,47,Hamilton County,065,001100,2010,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0
470650011002011,Tennessee,47,Hamilton County,065,001100,2011,0,0,0,0,0,11,0,0,0,0,0,14,0,0,41,0,0,0,0,0,66,0,0,11,0,14,0,0,0,41,66,11
470650011002013,Tennessee,47,Hamilton County,065,001100,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,20,0,0,0,0,0,20,0
470650011002014,Tennessee,47,Hamilton County,065,001100,2014,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,8,0,11,0,0,0,19,0
470650011002016,Tennessee,47,Hamilton County,065,001100,2016,0,0,0,27,0,0,0,0,0,5,0,12,0,0,0,12,0,0,0,0,56,0,0,0,12,17,0,0,27,0,56,0
470650011002017,Tennessee,47,Hamilton County,065,001100,2017,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0
470650011002019,Tennessee,47,Hamilton County,065,001100,2019,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,3,2
470650011002023,Tennessee,47,Hamilton County,065,001100,2023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
470650011002024,Tennessee,47,Hamilton County,065,001100,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,102,0,0,0,102,0,0,0,0,0,102,0
470650011002028,Tennessee,47,Hamilton County,065,001100,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0
470650011002029,Tennessee,47,Hamilton County,065,001100,2029,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0
470650011002038,Tennessee,47,Hamilton County,065,001100,2038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
470650011002044,Tennessee,47,Hamilton County,065,001100,2044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
470650011002049,Tennessee,47,Hamilton County,065,001100,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0
470650011002054,Tennessee,47,Hamilton County,065,001100,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0
470650012001001,Tennessee,47,Hamilton County,065,001200,1001,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,210,0,42,0,0,257,42,0,3,210,2,0,0,0,0,257,3
470650012001003,Tennessee,47,Hamilton County,065,001200,1003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
470650012001004,Tennessee,47,Hamilton County,065,001200,1004,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
470650012001013,Tennessee,47,Hamilton County,065,001200,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
470650012002001,Tennessee,47,Hamilton County,065,001200,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,26,4,0,0,22,0,0,0,0,0,26,0
470650012002002,Tennessee,47,Hamilton County,065,001200,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,70,0,0,0,0,0,70,0
470650012002003,Tennessee,47,Hamilton County,065,001200,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,0,0,0,0,102,0,0,0,101,1,0,0,0,0,102,0
470650012002006,Tennessee,47,Hamilton County,065,001200,2006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
470650012002010,Tennessee,47,Hamilton County,065,001200,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96,0,0,0,96,0,0,0,0,0,96,0
470650012002011,Tennessee,47,Hamilton County,065,001200,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0
470650012002016,Tennessee,47,Hamilton County,065,001200,2016,0,0,0,0,0,0,5,0,0,0,0,13,0,47,0,1354,0,2,0,0,1421,2,0,0,1354,60,5,0,0,0,1421,0
470650012002023,Tennessee,47,Hamilton County,065,001200,2023,0,0,0,3,0,0,3,0,0,0,0,8,0,72,0,0,0,6,0,0,92,6,0,0,0,80,3,0,3,0,92,0
470650012002024,Tennessee,47,Hamilton County,065,001200,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,179,0,0,0,179,0,0,0,0,0,179,0
470650012002032,Tennessee,47,Hamilton County,065,001200,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,152,0,0,0,152,0,0,0,0,0,152,0
470650012002033,Tennessee,47,Hamilton County,065,001200,2033,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650012003004,Tennessee,47,Hamilton County,065,001200,3004,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,4,0
470650012003005,Tennessee,47,Hamilton County,065,001200,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0
470650012003013,Tennessee,47,Hamilton County,065,001200,3013,0,0,0,0,0,4,8,0,0,0,0,68,0,338,0,3689,0,166,1,0,4274,166,0,4,3689,406,8,1,0,0,4274,4
470650012003016,Tennessee,47,Hamilton County,065,001200,3016,0,0,0,0,0,0,2,0,0,0,0,0,0,0,776,0,0,17,0,0,795,17,0,0,0,0,2,0,0,776,795,0
470650012003024,Tennessee,47,Hamilton County,065,001200,3024,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650013001002,Tennessee,47,Hamilton County,065,001300,1002,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,208,0,0,0,196,0,0,0,12,0,208,0
470650013001003,Tennessee,47,Hamilton County,065,001300,1003,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,46,46
470650013001004,Tennessee,47,Hamilton County,065,001300,1004,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0
470650013001005,Tennessee,47,Hamilton County,065,001300,1005,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,22,0,0,0,26,0
470650013001011,Tennessee,47,Hamilton County,065,001300,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,5,0
470650013001028,Tennessee,47,Hamilton County,065,001300,1028,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,11
470650013001034,Tennessee,47,Hamilton County,065,001300,1034,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0
470650013001045,Tennessee,47,Hamilton County,065,001300,1045,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0
470650013001047,Tennessee,47,Hamilton County,065,001300,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,23,0,0,23,0
470650013001053,Tennessee,47,Hamilton County,065,001300,1053,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,247,278,0,247,30,0,1,0,0,0,0,278,0
470650013001055,Tennessee,47,Hamilton County,065,001300,1055,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0
470650013001059,Tennessee,47,Hamilton County,065,001300,1059,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0
470650013001060,Tennessee,47,Hamilton County,065,001300,1060,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0
470650013002007,Tennessee,47,Hamilton County,065,001300,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0
470650013002008,Tennessee,47,Hamilton County,065,001300,2008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0
470650013002011,Tennessee,47,Hamilton County,065,001300,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0
470650013002013,Tennessee,47,Hamilton County,065,001300,2013,0,0,0,0,0,0,0,0,6,0,0,37,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,43,0
470650013002015,Tennessee,47,Hamilton County,065,001300,2015,0,0,0,0,0,0,0,0,0,0,8,1,0,0,316,0,0,41,0,0,366,41,0,0,0,9,0,0,0,316,366,0
470650013002019,Tennessee,47,Hamilton County,065,001300,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0
470650013002020,Tennessee,47,Hamilton County,065,001300,2020,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0
470650013002021,Tennessee,47,Hamilton County,065,001300,2021,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,16,16
470650013002028,Tennessee,47,Hamilton County,065,001300,2028,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650013002033,Tennessee,47,Hamilton County,065,001300,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,29,0,0,29,0
470650013002036,Tennessee,47,Hamilton County,065,001300,2036,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0
470650013002037,Tennessee,47,Hamilton County,065,001300,2037,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
470650013002040,Tennessee,47,Hamilton County,065,001300,2040,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,6,0,4,0,0,0,10,0
470650013002042,Tennessee,47,Hamilton County,065,001300,2042,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,6,0,15,9
470650014001002,Tennessee,47,Hamilton County,065,001400,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,25,0,0,0,21,0,0,4,0,0,25,0
470650014001003,Tennessee,47,Hamilton County,065,001400,1003,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,1,0,0,93,0,94,0
470650014001004,Tennessee,47,Hamilton County,065,001400,1004,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,112,0,0,99,0,0,0,13,0,0,112,0
470650014001005,Tennessee,47,Hamilton County,065,001400,1005,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,16,0
470650014001007,Tennessee,47,Hamilton County,065,001400,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,0,7,0
470650014001013,Tennessee,47,Hamilton County,065,001400,1013,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,7
470650014001015,Tennessee,47,Hamilton County,065,001400,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,19,0,0,19,0
470650014001022,Tennessee,47,Hamilton County,065,001400,1022,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0
470650014001027,Tennessee,47,Hamilton County,065,001400,1027,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
470650014001031,Tennessee,47,Hamilton County,065,001400,1031,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650014001032,Tennessee,47,Hamilton County,065,001400,1032,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0
470650014001033,Tennessee,47,Hamilton County,065,001400,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
470650014001035,Tennessee,47,Hamilton County,065,001400,1035,0,0,0,0,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,28,0,0,5,0,23,0,0,0,0,28,0
470650014001036,Tennessee,47,Hamilton County,065,001400,1036,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
470650014001045,Tennessee,47,Hamilton County,065,001400,1045,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,44,0
470650014001048,Tennessee,47,Hamilton County,065,001400,1048,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,24,0,0,6,0,0,0,30,24
470650014001049,Tennessee,47,Hamilton County,065,001400,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,33,0,0,0,0,0,33,0
470650014001050,Tennessee,47,Hamilton County,065,001400,1050,0,0,0,72,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,31,3,0,72,0,106,0
470650014001051,Tennessee,47,Hamilton County,065,001400,1051,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,63,0,63,0
470650014001052,Tennessee,47,Hamilton County,065,001400,1052,0,0,0,0,0,0,0,0,0,0,5,0,0,336,0,0,0,0,2,0,343,0,0,0,0,341,0,2,0,0,343,0
470650014001060,Tennessee,47,Hamilton County,065,001400,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
470650014001061,Tennessee,47,Hamilton County,065,001400,1061,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0
470650014001063,Tennessee,47,Hamilton County,065,001400,1063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,67,66,0,0,0,1,0,0,0,0,67,0
470650014002002,Tennessee,47,Hamilton County,065,001400,2002,0,0,0,0,0,0,0,0,0,0,0,4,0,0,74,0,0,0,0,0,78,0,0,0,0,4,0,0,0,74,78,0
470650014002013,Tennessee,47,Hamilton County,065,001400,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0
470650014002028,Tennessee,47,Hamilton County,065,001400,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650014002035,Tennessee,47,Hamilton County,065,001400,2035,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,12,0
470650014002040,Tennessee,47,Hamilton County,065,001400,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0
470650016001003,Tennessee,47,Hamilton County,065,001600,1003,0,0,0,0,2,0,0,42,2,0,0,1,0,0,0,0,0,53,0,0,100,53,0,44,0,3,0,0,0,0,100,42
470650016001006,Tennessee,47,Hamilton County,065,001600,1006,0,0,0,0,0,6,0,0,0,4,8,9,21,0,0,0,0,0,0,0,48,0,0,6,0,42,0,0,0,0,48,6
470650016001013,Tennessee,47,Hamilton County,065,001600,1013,0,0,0,0,0,0,0,0,49,5113,0,6,0,0,0,1,0,0,0,0,5169,0,0,0,1,5168,0,0,0,0,5169,0
470650016001018,Tennessee,47,Hamilton County,065,001600,1018,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,2,0,0,12,0,14,0
470650016001020,Tennessee,47,Hamilton County,065,001600,1020,0,0,0,0,24,0,0,0,4,0,5,0,0,13,0,0,0,0,0,0,46,0,0,24,0,22,0,0,0,0,46,0
470650016001021,Tennessee,47,Hamilton County,065,001600,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,49,0,0,0,0,0,49,0
470650016001025,Tennessee,47,Hamilton County,065,001600,1025,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0
470650016001028,Tennessee,47,Hamilton County,065,001600,1028,0,0,0,0,0,341,66,0,0,61,1,28,0,0,0,0,0,0,0,0,497,0,0,341,0,90,66,0,0,0,497,341
470650016001030,Tennessee,47,Hamilton County,065,001600,1030,0,0,0,0,0,0,18,0,0,0,0,73,0,0,0,42,0,21,0,0,154,21,0,0,42,73,18,0,0,0,154,0
470650016001032,Tennessee,47,Hamilton County,065,001600,1032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
470650016001038,Tennessee,47,Hamilton County,065,001600,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
470650016001042,Tennessee,47,Hamilton County,065,001600,1042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
470650016001046,Tennessee,47,Hamilton County,065,001600,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0
470650016001053,Tennessee,47,Hamilton County,065,001600,1053,0,0,0,0,0,11,0,0,0,43,0,0,0,0,0,23,0,0,0,0,77,0,0,11,23,43,0,0,0,0,77,11
470650016001055,Tennessee,47,Hamilton County,065,001600,1055,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,33,0
470650016001060,Tennessee,47,Hamilton County,065,001600,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0
470650018001007,Tennessee,47,Hamilton County,065,001800,1007,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,26,18,0,0,0,0,8,0,0,0,26,0
470650018001029,Tennessee,47,Hamilton County,065,001800,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,38,0,0,0,0,0,0,0,0,38,0
470650018001038,Tennessee,47,Hamilton County,065,001800,1038,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,7,0,0,18,7,0,0,1,10,0,0,0,0,18,0
470650018001039,Tennessee,47,Hamilton County,065,001800,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,8,0
470650018001042,Tennessee,47,Hamilton County,065,001800,1042,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,5
470650018001045,Tennessee,47,Hamilton County,065,001800,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,0,0,0,0,0,0,0,12,0
470650018001051,Tennessee,47,Hamilton County,065,001800,1051,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0
470650018001091,Tennessee,47,Hamilton County,065,001800,1091,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
470650018001093,Tennessee,47,Hamilton County,065,001800,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,12,0,0,12,0
470650018001095,Tennessee,47,Hamilton County,065,001800,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0
470650018002000,Tennessee,47,Hamilton County,065,001800,2000,0,0,0,0,0,4,27,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,4,0,3,27,0,0,0,34,4
470650018002004,Tennessee,47,Hamilton County,065,001800,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
470650018002005,Tennessee,47,Hamilton County,065,001800,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0
470650018002010,Tennessee,47,Hamilton County,065,001800,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,6,0
470650018002016,Tennessee,47,Hamilton County,065,001800,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0
470650018002017,Tennessee,47,Hamilton County,065,001800,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,1,0,0,0,0,5,0
470650018002018,Tennessee,47,Hamilton County,065,001800,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,8,0
470650018002019,Tennessee,47,Hamilton County,065,001800,2019,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0
