w_geocode,state,county,tract,block_group,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,empedu_p,empTotal,emptrn_p
470650006003011,Tennesse,Hamilton County,000600,3011,0,0,0,0,0,0,2,0,0,2,0
470650006003014,Tennesse,Hamilton County,000600,3014,0,0,0,0,0,0,12,0,0,12,0
470650006003016,Tennesse,Hamilton County,000600,3016,97,0,6,0,0,0,3,0,12,118,6
470650006003017,Tennesse,Hamilton County,000600,3017,79,18,7,0,4,35,6,0,0,149,0
470650006003020,Tennesse,Hamilton County,000600,3020,0,0,0,0,1,0,21,0,0,22,0
470650006003023,Tennesse,Hamilton County,000600,3023,0,0,0,0,10,0,0,0,0,10,0
470650006003024,Tennesse,Hamilton County,000600,3024,0,0,0,0,28,0,2,0,0,30,0
470650006003026,Tennesse,Hamilton County,000600,3026,19,0,0,0,0,0,0,0,211,230,0
470650006003027,Tennesse,Hamilton County,000600,3027,0,0,0,0,0,0,1,0,0,1,0
470650006003028,Tennesse,Hamilton County,000600,3028,0,0,0,0,0,0,1,0,0,1,0
470650006003032,Tennesse,Hamilton County,000600,3032,0,0,3,0,0,0,0,0,0,3,3
470650007001001,Tennesse,Hamilton County,000700,1001,0,0,0,3,9,0,10,0,0,22,0
470650007001003,Tennesse,Hamilton County,000700,1003,0,0,0,0,3,0,0,0,0,3,0
470650007001006,Tennesse,Hamilton County,000700,1006,0,0,0,0,0,0,2,0,0,2,0
470650007001007,Tennesse,Hamilton County,000700,1007,0,0,0,0,2,0,135,0,0,137,0
470650007001012,Tennesse,Hamilton County,000700,1012,0,0,0,0,1,0,4,0,0,5,0
470650007001016,Tennesse,Hamilton County,000700,1016,0,0,2,0,0,0,0,0,0,2,0
470650007001018,Tennesse,Hamilton County,000700,1018,9,0,0,0,0,0,25,0,0,34,0
470650007001020,Tennesse,Hamilton County,000700,1020,0,0,0,0,0,0,1,0,0,1,0
470650007001024,Tennesse,Hamilton County,000700,1024,0,0,0,10,0,7,0,0,0,17,0
470650007001025,Tennesse,Hamilton County,000700,1025,82,0,4,2,40,29,10,0,0,167,4
470650007001027,Tennesse,Hamilton County,000700,1027,0,0,0,0,6,0,0,0,0,6,0
470650007002001,Tennesse,Hamilton County,000700,2001,0,0,0,0,1,0,0,0,0,1,0
470650007002002,Tennesse,Hamilton County,000700,2002,0,0,0,0,2,0,0,0,0,2,0
470650007002006,Tennesse,Hamilton County,000700,2006,0,0,0,19,1,0,0,0,0,20,0
470650007002008,Tennesse,Hamilton County,000700,2008,0,0,0,0,3,0,0,0,0,3,0
470650007002009,Tennesse,Hamilton County,000700,2009,0,0,0,0,2,2,0,0,0,4,0
470650007003005,Tennesse,Hamilton County,000700,3005,0,0,0,0,4,0,0,0,0,4,0
470650007003009,Tennesse,Hamilton County,000700,3009,101,0,0,0,0,0,7,4,0,112,0
470650007003010,Tennesse,Hamilton County,000700,3010,18,0,0,2,16,0,0,0,0,36,0
470650007003011,Tennesse,Hamilton County,000700,3011,0,0,0,0,1,0,0,0,0,1,0
470650007003014,Tennesse,Hamilton County,000700,3014,0,0,0,0,0,0,0,4,0,4,0
470650007003015,Tennesse,Hamilton County,000700,3015,0,0,0,0,0,8,0,0,0,8,0
470650007003021,Tennesse,Hamilton County,000700,3021,0,0,0,0,1,0,0,0,0,1,0
470650007004001,Tennesse,Hamilton County,000700,4001,0,0,0,0,0,0,2,0,0,2,0
470650007004004,Tennesse,Hamilton County,000700,4004,43,0,0,0,0,0,0,0,0,43,0
470650007004008,Tennesse,Hamilton County,000700,4008,0,0,0,0,2,0,0,0,0,2,0
470650007004013,Tennesse,Hamilton County,000700,4013,0,0,0,0,0,0,2,0,0,2,0
470650007004014,Tennesse,Hamilton County,000700,4014,0,0,0,0,2,0,0,0,0,2,0
470650007004015,Tennesse,Hamilton County,000700,4015,0,0,0,0,0,1,0,0,0,1,0
470650007004017,Tennesse,Hamilton County,000700,4017,0,0,8,0,0,0,0,0,0,8,8
470650007004023,Tennesse,Hamilton County,000700,4023,0,0,0,0,1,0,0,0,0,1,0
470650007004024,Tennesse,Hamilton County,000700,4024,0,0,0,0,51,0,0,0,0,51,0
470650007004025,Tennesse,Hamilton County,000700,4025,0,0,5,0,1,0,4,0,0,10,0
470650007004028,Tennesse,Hamilton County,000700,4028,0,0,0,0,1,0,0,0,0,1,0
470650007004029,Tennesse,Hamilton County,000700,4029,0,0,0,0,2,0,0,0,0,2,0
470650008001003,Tennesse,Hamilton County,000800,1003,0,0,0,0,0,0,4,0,0,4,0
470650008001004,Tennesse,Hamilton County,000800,1004,0,0,0,0,0,0,1,0,0,1,0
470650008001005,Tennesse,Hamilton County,000800,1005,0,0,0,0,1,0,0,0,13,14,0
470650008001008,Tennesse,Hamilton County,000800,1008,0,0,0,0,0,2,0,0,0,2,0
470650008001009,Tennesse,Hamilton County,000800,1009,0,0,0,0,0,0,1,0,0,1,0
470650008001015,Tennesse,Hamilton County,000800,1015,0,0,9,0,4,0,0,0,0,13,0
470650008001020,Tennesse,Hamilton County,000800,1020,0,0,0,0,7,0,0,0,0,7,0
470650008001021,Tennesse,Hamilton County,000800,1021,0,0,9,0,0,0,0,0,0,9,0
470650008001022,Tennesse,Hamilton County,000800,1022,0,0,0,12,0,0,0,0,0,12,0
470650008001023,Tennesse,Hamilton County,000800,1023,0,0,0,37,0,0,0,0,0,37,0
470650008001024,Tennesse,Hamilton County,000800,1024,0,0,0,13,0,6,0,0,0,19,0
470650008001025,Tennesse,Hamilton County,000800,1025,0,0,0,0,0,0,0,28,0,28,0
470650008001026,Tennesse,Hamilton County,000800,1026,0,0,0,0,0,0,2,0,0,2,0
470650008001027,Tennesse,Hamilton County,000800,1027,0,0,3,0,0,10,0,0,0,13,3
470650008001028,Tennesse,Hamilton County,000800,1028,0,0,0,0,0,6,8,0,0,14,0
470650008001031,Tennesse,Hamilton County,000800,1031,0,0,0,0,2,0,0,0,0,2,0
470650008001033,Tennesse,Hamilton County,000800,1033,0,0,5,0,4,0,0,0,0,9,0
470650008001034,Tennesse,Hamilton County,000800,1034,28,0,6,0,94,7,0,0,0,135,6
470650008001035,Tennesse,Hamilton County,000800,1035,0,0,44,0,0,0,0,25,0,69,44
470650008001036,Tennesse,Hamilton County,000800,1036,0,0,0,242,0,8,0,266,0,516,0
470650008001038,Tennesse,Hamilton County,000800,1038,0,0,11,0,0,0,3,0,0,14,11
470650008001039,Tennesse,Hamilton County,000800,1039,0,0,0,34,0,0,3,0,0,37,0
470650008001041,Tennesse,Hamilton County,000800,1041,0,0,0,0,24,0,1,0,0,25,0
470650008001042,Tennesse,Hamilton County,000800,1042,0,0,0,0,0,0,0,68,0,68,0
470650008001044,Tennesse,Hamilton County,000800,1044,4,0,10,0,0,0,0,0,0,14,10
470650008001045,Tennesse,Hamilton County,000800,1045,38,0,0,37,22,8,0,2,0,107,0
470650008001046,Tennesse,Hamilton County,000800,1046,0,0,0,146,0,0,0,0,0,146,0
470650008001047,Tennesse,Hamilton County,000800,1047,0,0,0,4,36,1,13,14,0,68,0
470650008001048,Tennesse,Hamilton County,000800,1048,0,0,0,0,9,7,13,0,0,29,0
470650008001049,Tennesse,Hamilton County,000800,1049,0,0,0,6,5,0,0,0,5,16,0
470650008001050,Tennesse,Hamilton County,000800,1050,9,0,113,65,45,2,12,0,0,246,16
470650008001052,Tennesse,Hamilton County,000800,1052,0,0,16,0,12,41,0,0,0,69,0
470650008001057,Tennesse,Hamilton County,000800,1057,0,0,140,0,0,0,0,0,0,140,0
470650008001058,Tennesse,Hamilton County,000800,1058,111,0,0,16,9,160,51,0,1,348,0
470650008001059,Tennesse,Hamilton County,000800,1059,0,0,61,0,71,11,18,2,0,163,58
470650008001060,Tennesse,Hamilton County,000800,1060,0,0,0,0,0,3,3,0,0,6,0
470650008001061,Tennesse,Hamilton County,000800,1061,144,0,0,0,1,6,0,0,0,151,0
470650008001062,Tennesse,Hamilton County,000800,1062,0,1,0,0,533,0,0,0,0,534,0
470650008001065,Tennesse,Hamilton County,000800,1065,0,0,0,0,8,0,0,0,0,8,0
470650011001001,Tennesse,Hamilton County,001100,1001,0,0,0,0,6,0,0,0,0,6,0
470650011001002,Tennesse,Hamilton County,001100,1002,0,0,0,0,2,0,0,0,0,2,0
470650011001006,Tennesse,Hamilton County,001100,1006,0,0,0,2,25,53,0,0,0,80,0
470650011001008,Tennesse,Hamilton County,001100,1008,0,0,0,32,0,0,0,0,0,32,0
470650011001010,Tennesse,Hamilton County,001100,1010,0,0,0,0,0,0,105,0,0,105,0
470650011001016,Tennesse,Hamilton County,001100,1016,0,0,0,0,0,0,7,0,0,7,0
470650011001019,Tennesse,Hamilton County,001100,1019,0,0,0,0,59,7,0,0,0,66,0
470650011001022,Tennesse,Hamilton County,001100,1022,0,0,25,3,1,0,36,27,0,92,25
470650011001026,Tennesse,Hamilton County,001100,1026,0,0,0,0,2,0,0,0,0,2,0
470650011001027,Tennesse,Hamilton County,001100,1027,0,0,386,8,0,0,0,0,0,394,0
470650011001037,Tennesse,Hamilton County,001100,1037,0,0,0,0,2,0,0,0,0,2,0
470650011001043,Tennesse,Hamilton County,001100,1043,0,0,0,0,0,0,2,0,0,2,0
470650011001052,Tennesse,Hamilton County,001100,1052,0,0,15,8,0,0,36,0,0,59,0
470650011001053,Tennesse,Hamilton County,001100,1053,0,0,17,0,0,0,0,0,0,17,17
470650011001054,Tennesse,Hamilton County,001100,1054,0,0,0,0,0,0,0,0,46,46,0
470650011001056,Tennesse,Hamilton County,001100,1056,0,0,0,0,4,0,0,0,0,4,0
470650011002000,Tennesse,Hamilton County,001100,2000,0,0,0,0,3,6,0,0,0,9,0
470650011002002,Tennesse,Hamilton County,001100,2002,0,0,0,15,4,0,0,0,0,19,0
470650011002003,Tennesse,Hamilton County,001100,2003,0,0,0,0,0,15,4,0,0,19,0
470650011002004,Tennesse,Hamilton County,001100,2004,13,0,0,14,0,3,0,0,0,30,0
470650011002005,Tennesse,Hamilton County,001100,2005,0,0,0,0,10,0,0,0,0,10,0
470650011002006,Tennesse,Hamilton County,001100,2006,0,0,0,113,10,0,0,0,5,128,0
470650011002008,Tennesse,Hamilton County,001100,2008,0,0,0,0,0,0,0,7,0,7,0
470650011002009,Tennesse,Hamilton County,001100,2009,3,0,0,0,0,0,0,0,0,3,0
470650011002010,Tennesse,Hamilton County,001100,2010,0,0,5,0,0,0,0,0,0,5,0
470650011002011,Tennesse,Hamilton County,001100,2011,0,0,11,0,14,0,0,0,41,66,11
470650011002013,Tennesse,Hamilton County,001100,2013,0,0,0,20,0,0,0,0,0,20,0
470650011002014,Tennesse,Hamilton County,001100,2014,0,0,0,8,0,11,0,0,0,19,0
470650011002016,Tennesse,Hamilton County,001100,2016,0,0,0,12,17,0,0,27,0,56,0
470650011002017,Tennesse,Hamilton County,001100,2017,0,0,0,0,10,0,0,0,0,10,0
470650011002019,Tennesse,Hamilton County,001100,2019,0,0,2,0,0,0,1,0,0,3,2
470650011002023,Tennesse,Hamilton County,001100,2023,0,0,0,0,3,0,0,0,0,3,0
470650011002024,Tennesse,Hamilton County,001100,2024,0,0,0,102,0,0,0,0,0,102,0
470650011002028,Tennesse,Hamilton County,001100,2028,0,0,0,2,0,0,0,0,0,2,0
470650011002029,Tennesse,Hamilton County,001100,2029,0,0,0,0,11,0,0,0,0,11,0
470650011002038,Tennesse,Hamilton County,001100,2038,0,0,1,0,0,0,0,0,0,1,1
470650011002044,Tennesse,Hamilton County,001100,2044,0,0,0,0,1,0,0,0,0,1,0
470650011002049,Tennesse,Hamilton County,001100,2049,0,0,0,4,0,0,0,0,0,4,0
470650011002054,Tennesse,Hamilton County,001100,2054,0,0,0,12,0,0,0,0,0,12,0
470650012001001,Tennesse,Hamilton County,001200,1001,42,0,3,210,2,0,0,0,0,257,3
470650012001003,Tennesse,Hamilton County,001200,1003,0,0,0,0,1,0,0,0,0,1,0
470650012001004,Tennesse,Hamilton County,001200,1004,0,0,2,0,0,0,0,0,0,2,2
470650012001013,Tennesse,Hamilton County,001200,1013,0,0,0,0,0,0,3,0,0,3,0
470650012002001,Tennesse,Hamilton County,001200,2001,4,0,0,22,0,0,0,0,0,26,0
470650012002002,Tennesse,Hamilton County,001200,2002,0,0,0,70,0,0,0,0,0,70,0
470650012002003,Tennesse,Hamilton County,001200,2003,0,0,0,101,1,0,0,0,0,102,0
470650012002006,Tennesse,Hamilton County,001200,2006,0,0,0,0,3,0,0,0,0,3,0
470650012002010,Tennesse,Hamilton County,001200,2010,0,0,0,96,0,0,0,0,0,96,0
470650012002011,Tennesse,Hamilton County,001200,2011,0,0,0,6,0,0,0,0,0,6,0
470650012002016,Tennesse,Hamilton County,001200,2016,2,0,0,1354,60,5,0,0,0,1421,0
470650012002023,Tennesse,Hamilton County,001200,2023,6,0,0,0,80,3,0,3,0,92,0
470650012002024,Tennesse,Hamilton County,001200,2024,0,0,0,179,0,0,0,0,0,179,0
470650012002032,Tennesse,Hamilton County,001200,2032,0,0,0,152,0,0,0,0,0,152,0
470650012002033,Tennesse,Hamilton County,001200,2033,0,0,0,0,0,4,0,0,0,4,0
470650012003004,Tennesse,Hamilton County,001200,3004,0,0,0,0,2,2,0,0,0,4,0
470650012003005,Tennesse,Hamilton County,001200,3005,0,0,0,2,0,0,0,0,0,2,0
470650012003013,Tennesse,Hamilton County,001200,3013,166,0,4,3689,406,8,1,0,0,4274,4
470650012003016,Tennesse,Hamilton County,001200,3016,17,0,0,0,0,2,0,0,776,795,0
470650012003024,Tennesse,Hamilton County,001200,3024,0,0,0,0,2,0,0,0,0,2,0
470650013001002,Tennesse,Hamilton County,001300,1002,0,0,0,196,0,0,0,12,0,208,0
470650013001003,Tennesse,Hamilton County,001300,1003,0,0,46,0,0,0,0,0,0,46,46
470650013001004,Tennesse,Hamilton County,001300,1004,0,0,0,0,0,5,0,0,0,5,0
470650013001005,Tennesse,Hamilton County,001300,1005,0,0,4,0,0,22,0,0,0,26,0
470650013001011,Tennesse,Hamilton County,001300,1011,0,0,0,0,0,0,5,0,0,5,0
470650013001028,Tennesse,Hamilton County,001300,1028,0,0,11,0,0,0,0,0,0,11,11
470650013001034,Tennesse,Hamilton County,001300,1034,0,0,0,0,6,0,0,0,0,6,0
470650013001045,Tennesse,Hamilton County,001300,1045,0,0,0,0,8,0,0,0,0,8,0
470650013001047,Tennesse,Hamilton County,001300,1047,0,0,0,0,0,0,23,0,0,23,0
470650013001053,Tennesse,Hamilton County,001300,1053,0,247,30,0,1,0,0,0,0,278,0
470650013001055,Tennesse,Hamilton County,001300,1055,0,0,0,0,0,0,0,10,0,10,0
470650013001059,Tennesse,Hamilton County,001300,1059,0,0,0,0,0,0,0,7,0,7,0
470650013001060,Tennesse,Hamilton County,001300,1060,0,0,0,0,0,3,0,0,0,3,0
470650013002007,Tennesse,Hamilton County,001300,2007,0,0,0,10,0,0,0,0,0,10,0
470650013002008,Tennesse,Hamilton County,001300,2008,0,0,3,0,0,0,0,0,0,3,0
470650013002011,Tennesse,Hamilton County,001300,2011,0,0,0,3,0,0,0,0,0,3,0
470650013002013,Tennesse,Hamilton County,001300,2013,0,0,0,0,43,0,0,0,0,43,0
470650013002015,Tennesse,Hamilton County,001300,2015,41,0,0,0,9,0,0,0,316,366,0
470650013002019,Tennesse,Hamilton County,001300,2019,0,0,0,5,0,0,0,0,0,5,0
470650013002020,Tennesse,Hamilton County,001300,2020,0,0,0,0,28,0,0,0,0,28,0
470650013002021,Tennesse,Hamilton County,001300,2021,0,0,16,0,0,0,0,0,0,16,16
470650013002028,Tennesse,Hamilton County,001300,2028,0,0,0,0,2,0,0,0,0,2,0
470650013002033,Tennesse,Hamilton County,001300,2033,0,0,0,0,0,0,29,0,0,29,0
470650013002036,Tennesse,Hamilton County,001300,2036,0,0,4,0,0,0,0,0,0,4,0
470650013002037,Tennesse,Hamilton County,001300,2037,0,0,2,0,0,0,0,0,0,2,2
470650013002040,Tennesse,Hamilton County,001300,2040,0,0,0,6,0,4,0,0,0,10,0
470650013002042,Tennesse,Hamilton County,001300,2042,0,0,9,0,0,0,0,6,0,15,9
470650014001002,Tennesse,Hamilton County,001400,1002,0,0,0,21,0,0,4,0,0,25,0
470650014001003,Tennesse,Hamilton County,001400,1003,0,0,0,0,1,0,0,93,0,94,0
470650014001004,Tennesse,Hamilton County,001400,1004,0,0,99,0,0,0,13,0,0,112,0
470650014001005,Tennesse,Hamilton County,001400,1005,0,0,0,0,16,0,0,0,0,16,0
470650014001007,Tennesse,Hamilton County,001400,1007,0,0,0,0,0,0,7,0,0,7,0
470650014001013,Tennesse,Hamilton County,001400,1013,0,0,7,0,0,0,0,0,0,7,7
470650014001015,Tennesse,Hamilton County,001400,1015,0,0,0,0,0,0,19,0,0,19,0
470650014001022,Tennesse,Hamilton County,001400,1022,0,0,0,0,7,0,0,0,0,7,0
470650014001027,Tennesse,Hamilton County,001400,1027,0,0,2,0,0,0,0,0,0,2,2
470650014001031,Tennesse,Hamilton County,001400,1031,0,0,0,0,2,0,0,0,0,2,0
470650014001032,Tennesse,Hamilton County,001400,1032,0,0,0,0,0,0,0,4,0,4,0
470650014001033,Tennesse,Hamilton County,001400,1033,0,0,0,0,0,0,2,0,0,2,0
470650014001035,Tennesse,Hamilton County,001400,1035,0,0,5,0,23,0,0,0,0,28,0
470650014001036,Tennesse,Hamilton County,001400,1036,0,0,0,0,0,2,0,0,0,2,0
470650014001045,Tennesse,Hamilton County,001400,1045,0,0,44,0,0,0,0,0,0,44,0
470650014001048,Tennesse,Hamilton County,001400,1048,0,0,24,0,0,6,0,0,0,30,24
470650014001049,Tennesse,Hamilton County,001400,1049,0,0,0,33,0,0,0,0,0,33,0
470650014001050,Tennesse,Hamilton County,001400,1050,0,0,0,0,31,3,0,72,0,106,0
470650014001051,Tennesse,Hamilton County,001400,1051,0,0,0,0,0,0,0,63,0,63,0
470650014001052,Tennesse,Hamilton County,001400,1052,0,0,0,0,341,0,2,0,0,343,0
470650014001060,Tennesse,Hamilton County,001400,1060,0,0,0,1,0,0,0,0,0,1,0
470650014001061,Tennesse,Hamilton County,001400,1061,0,0,0,0,11,0,0,0,0,11,0
470650014001063,Tennesse,Hamilton County,001400,1063,66,0,0,0,1,0,0,0,0,67,0
470650014002002,Tennesse,Hamilton County,001400,2002,0,0,0,0,4,0,0,0,74,78,0
470650014002013,Tennesse,Hamilton County,001400,2013,0,2,0,0,0,0,0,0,0,2,0
470650014002028,Tennesse,Hamilton County,001400,2028,0,0,0,0,2,0,0,0,0,2,0
470650014002035,Tennesse,Hamilton County,001400,2035,0,0,0,0,0,12,0,0,0,12,0
470650014002040,Tennesse,Hamilton County,001400,2040,0,0,0,0,0,0,2,0,0,2,0
470650016001003,Tennesse,Hamilton County,001600,1003,53,0,44,0,3,0,0,0,0,100,42
470650016001006,Tennesse,Hamilton County,001600,1006,0,0,6,0,42,0,0,0,0,48,6
470650016001013,Tennesse,Hamilton County,001600,1013,0,0,0,1,5168,0,0,0,0,5169,0
470650016001018,Tennesse,Hamilton County,001600,1018,0,0,0,0,2,0,0,12,0,14,0
470650016001020,Tennesse,Hamilton County,001600,1020,0,0,24,0,22,0,0,0,0,46,0
470650016001021,Tennesse,Hamilton County,001600,1021,0,0,0,49,0,0,0,0,0,49,0
470650016001025,Tennesse,Hamilton County,001600,1025,0,0,7,0,0,0,0,0,0,7,0
470650016001028,Tennesse,Hamilton County,001600,1028,0,0,341,0,90,66,0,0,0,497,341
470650016001030,Tennesse,Hamilton County,001600,1030,21,0,0,42,73,18,0,0,0,154,0
470650016001032,Tennesse,Hamilton County,001600,1032,0,0,0,0,0,1,0,0,0,1,0
470650016001038,Tennesse,Hamilton County,001600,1038,0,0,0,0,0,0,2,0,0,2,0
470650016001042,Tennesse,Hamilton County,001600,1042,0,0,1,0,0,0,0,0,0,1,1
470650016001046,Tennesse,Hamilton County,001600,1046,0,0,0,2,0,0,0,0,0,2,0
470650016001053,Tennesse,Hamilton County,001600,1053,0,0,11,23,43,0,0,0,0,77,11
470650016001055,Tennesse,Hamilton County,001600,1055,0,0,0,0,0,0,0,33,0,33,0
470650016001060,Tennesse,Hamilton County,001600,1060,0,0,0,0,0,0,4,0,0,4,0
470650018001007,Tennesse,Hamilton County,001800,1007,18,0,0,0,0,8,0,0,0,26,0
470650018001029,Tennesse,Hamilton County,001800,1029,38,0,0,0,0,0,0,0,0,38,0
470650018001038,Tennesse,Hamilton County,001800,1038,7,0,0,1,10,0,0,0,0,18,0
470650018001039,Tennesse,Hamilton County,001800,1039,8,0,0,0,0,0,0,0,0,8,0
470650018001042,Tennesse,Hamilton County,001800,1042,0,0,5,0,0,0,0,0,0,5,5
470650018001045,Tennesse,Hamilton County,001800,1045,12,0,0,0,0,0,0,0,0,12,0
470650018001051,Tennesse,Hamilton County,001800,1051,0,0,0,0,0,5,0,0,0,5,0
470650018001091,Tennesse,Hamilton County,001800,1091,0,0,0,0,3,0,0,0,0,3,0
470650018001093,Tennesse,Hamilton County,001800,1093,0,0,0,0,0,0,12,0,0,12,0
470650018001095,Tennesse,Hamilton County,001800,1095,0,0,0,0,7,0,0,0,0,7,0
470650018002000,Tennesse,Hamilton County,001800,2000,0,0,4,0,3,27,0,0,0,34,4
470650018002004,Tennesse,Hamilton County,001800,2004,0,0,0,0,0,0,1,0,0,1,0
470650018002005,Tennesse,Hamilton County,001800,2005,2,0,0,0,0,0,0,0,0,2,0
470650018002010,Tennesse,Hamilton County,001800,2010,6,0,0,0,0,0,0,0,0,6,0
470650018002016,Tennesse,Hamilton County,001800,2016,0,0,2,0,0,0,0,0,0,2,0
470650018002017,Tennesse,Hamilton County,001800,2017,4,0,0,0,1,0,0,0,0,5,0
470650018002018,Tennesse,Hamilton County,001800,2018,0,0,0,0,0,0,0,0,8,8,0
470650018002019,Tennesse,Hamilton County,001800,2019,0,0,0,0,6,0,0,0,0,6,0
470650018002022,Tennesse,Hamilton County,001800,2022,0,0,2,0,0,0,0,0,0,2,2
470650018002023,Tennesse,Hamilton County,001800,2023,0,0,85,0,0,0,0,0,0,85,85
470650018002040,Tennesse,Hamilton County,001800,2040,0,0,0,0,1,0,0,0,0,1,0
470650018002041,Tennesse,Hamilton County,001800,2041,3,0,0,0,2,0,1,0,0,6,0
470650018002047,Tennesse,Hamilton County,001800,2047,7,0,0,0,0,0,0,0,0,7,0
470650018002060,Tennesse,Hamilton County,001800,2060,0,0,0,0,0,0,0,14,0,14,0
470650018002061,Tennesse,Hamilton County,001800,2061,0,0,0,0,1,0,0,0,0,1,0
470650018002062,Tennesse,Hamilton County,001800,2062,0,0,0,0,16,0,0,0,0,16,0
470650018002063,Tennesse,Hamilton County,001800,2063,0,0,14,0,4,0,0,0,0,18,14
470650019001004,Tennesse,Hamilton County,001900,1004,0,0,0,0,4,0,0,0,0,4,0
470650019001009,Tennesse,Hamilton County,001900,1009,0,0,0,0,4,0,0,0,0,4,0
470650019001016,Tennesse,Hamilton County,001900,1016,0,0,0,0,0,0,5,0,0,5,0
470650019001023,Tennesse,Hamilton County,001900,1023,0,0,0,8,0,0,0,0,11,19,0
470650019001041,Tennesse,Hamilton County,001900,1041,0,0,22,0,0,0,0,0,0,22,22
470650019001043,Tennesse,Hamilton County,001900,1043,0,0,57,0,0,0,0,5,0,62,34
470650019001053,Tennesse,Hamilton County,001900,1053,0,0,0,0,0,0,0,3,0,3,0
470650019001054,Tennesse,Hamilton County,001900,1054,0,0,95,0,0,0,0,0,0,95,0
470650019001066,Tennesse,Hamilton County,001900,1066,0,0,0,9,0,0,0,0,0,9,0
470650019001067,Tennesse,Hamilton County,001900,1067,0,0,16,0,0,0,0,0,0,16,0
470650019002000,Tennesse,Hamilton County,001900,2000,0,0,81,0,14,0,0,12,0,107,45
470650019002001,Tennesse,Hamilton County,001900,2001,0,0,0,0,31,0,0,0,0,31,0
470650019002002,Tennesse,Hamilton County,001900,2002,0,0,23,0,0,0,0,0,0,23,0
470650019002004,Tennesse,Hamilton County,001900,2004,16,0,7,93,251,2,13,0,0,382,7
470650019002006,Tennesse,Hamilton County,001900,2006,0,0,271,0,2,0,0,0,0,273,261
470650019002007,Tennesse,Hamilton County,001900,2007,0,0,8,0,0,0,0,15,0,23,8
470650019002008,Tennesse,Hamilton County,001900,2008,0,0,24,0,0,0,5,0,0,29,21
470650019002009,Tennesse,Hamilton County,001900,2009,32,0,0,0,0,1,0,0,0,33,0
470650019002010,Tennesse,Hamilton County,001900,2010,0,0,31,0,0,0,0,1,0,32,0
470650019002011,Tennesse,Hamilton County,001900,2011,0,0,36,0,1,0,0,0,0,37,36
470650019002012,Tennesse,Hamilton County,001900,2012,18,0,2,0,27,10,0,0,0,57,0
470650019002016,Tennesse,Hamilton County,001900,2016,13,0,836,0,59,0,0,1,0,909,0
470650019002018,Tennesse,Hamilton County,001900,2018,0,0,0,0,0,0,13,0,0,13,0
470650019002019,Tennesse,Hamilton County,001900,2019,17,0,0,0,0,3,0,0,0,20,0
470650019002020,Tennesse,Hamilton County,001900,2020,0,0,13,0,8,0,0,30,0,51,13
470650019002024,Tennesse,Hamilton County,001900,2024,0,0,0,25,0,0,0,0,209,234,0
470650019002026,Tennesse,Hamilton County,001900,2026,0,0,15,0,0,0,0,0,0,15,0
470650019002027,Tennesse,Hamilton County,001900,2027,0,0,13,0,0,0,0,0,0,13,13
470650019002028,Tennesse,Hamilton County,001900,2028,0,0,0,0,0,10,0,0,0,10,0
470650019002029,Tennesse,Hamilton County,001900,2029,0,0,146,0,0,0,0,0,0,146,146
470650019002031,Tennesse,Hamilton County,001900,2031,0,0,0,0,0,0,5,0,0,5,0
470650019002034,Tennesse,Hamilton County,001900,2034,0,0,4,0,0,0,0,0,0,4,4
470650019002035,Tennesse,Hamilton County,001900,2035,0,0,129,0,0,0,0,0,0,129,10
470650019002040,Tennesse,Hamilton County,001900,2040,0,0,0,0,59,0,0,0,0,59,0
470650019002041,Tennesse,Hamilton County,001900,2041,0,0,20,0,0,0,0,0,0,20,0
470650019002042,Tennesse,Hamilton County,001900,2042,0,0,0,3,0,0,0,0,0,3,0
470650019002049,Tennesse,Hamilton County,001900,2049,0,0,0,0,20,0,2,0,0,22,0
470650019002050,Tennesse,Hamilton County,001900,2050,0,0,0,0,0,8,0,0,0,8,0
470650019002051,Tennesse,Hamilton County,001900,2051,0,0,0,0,0,0,6,0,0,6,0
470650019002052,Tennesse,Hamilton County,001900,2052,3,0,19,0,3,22,2,0,0,49,19
470650019002053,Tennesse,Hamilton County,001900,2053,18,0,0,0,0,1,0,0,0,19,0
470650019002054,Tennesse,Hamilton County,001900,2054,0,0,0,0,0,0,5,0,0,5,0
470650019002055,Tennesse,Hamilton County,001900,2055,3,0,7,0,0,0,0,3,0,13,0
470650019002056,Tennesse,Hamilton County,001900,2056,26,0,0,0,0,20,3,0,0,49,0
470650019002059,Tennesse,Hamilton County,001900,2059,0,0,0,0,5,0,0,0,0,5,0
470650019002063,Tennesse,Hamilton County,001900,2063,0,0,0,0,0,0,0,35,0,35,0
470650019003000,Tennesse,Hamilton County,001900,3000,0,0,93,0,0,101,0,0,0,194,0
470650019003003,Tennesse,Hamilton County,001900,3003,0,0,0,4,0,0,2,0,0,6,0
470650019003004,Tennesse,Hamilton County,001900,3004,0,0,0,0,0,0,4,0,0,4,0
470650019003005,Tennesse,Hamilton County,001900,3005,0,0,0,0,3,0,0,0,0,3,0
470650019003006,Tennesse,Hamilton County,001900,3006,47,0,1,10,11,0,9,0,0,78,0
470650019003023,Tennesse,Hamilton County,001900,3023,0,0,19,0,0,0,1,0,0,20,19
470650019003024,Tennesse,Hamilton County,001900,3024,0,0,58,0,0,0,0,0,0,58,23
