id,end,link_id
13648,A,13685
13648,A,13682
4080,B,38244
4080,A,2152
4080,B,2158
4080,B,6130
4081,B,2152
4081,A,2303
4086,A,2158
4086,B,2157
4178,B,2303
4178,B,14434
4178,A,2304
14139,A,14434
3836,A,1797
3836,B,2304
3837,B,1797
3837,A,1798
4084,A,2156
4084,A,2155
7704,A,10166
7704,A,11348
7704,A,6130
11617,B,10731
11617,B,10732
6282,A,4477
6282,A,4478
6282,B,4487
6278,B,4477
6278,A,4471
6278,B,4482
6278,A,13252
6288,A,4496
6288,B,4503
6288,B,4494
6288,A,4487
6284,B,4496
6284,A,4481
6284,A,4482
6284,B,4501
6309,A,4519
6309,A,4518
6309,B,10757
6307,B,4519
6307,B,4540
6307,A,4514
6329,A,4549
6329,A,4545
6329,A,4546
6325,B,4549
6325,A,4541
6325,A,10757
6340,A,4561
6326,B,4561
6326,A,10754
6326,B,4541
6349,A,4572
6349,B,4575
6349,B,4585
6339,B,4572
6339,A,4560
6339,A,10786
6385,A,4618
6385,A,4623
6385,B,4621
6362,B,4618
6362,B,4592
6362,A,10738
6389,B,4623
6352,A,4576
6351,B,4576
6351,A,4575
6351,B,4590
6367,A,4599
6367,A,4600
6367,B,4607
6368,B,4599
6368,A,10728
6368,A,10730
11625,A,10745
11625,A,10746
11626,B,10745
11626,B,10747
6376,B,10746
6376,A,4607
6376,A,10747
6363,A,4593
6363,B,4602
6363,B,4600
6358,B,4593
6358,A,4585
6358,A,4590
6371,A,4602
11615,B,10728
11615,B,10729
11616,A,10729
11616,B,10730
6274,A,4465
6274,B,4473
6274,A,4466
6268,B,4465
6268,A,4459
6268,A,4460
6268,B,4470
6283,A,4479
6283,B,4495
6283,A,4480
6276,B,4479
6276,A,4469
6276,B,4478
6276,A,4470
6294,A,4495
6294,B,4508
6294,B,4510
6294,A,4494
6300,A,4503
6300,B,4507
6300,B,4529
6300,B,4514
6301,A,4504
6304,A,4508
6304,B,4509
6304,A,4507
6305,A,4509
6305,A,4510
6305,B,4511
6306,A,4512
6306,B,4532
6306,A,4511
6290,B,4512
6290,A,4489
6290,B,10744
6322,A,4537
6322,B,4562
6322,B,4546
6319,B,4537
6319,B,10787
6319,A,4534
6341,A,4562
11645,A,10787
11645,B,10788
11645,B,10786
11646,A,10788
6280,A,4473
6280,A,4474
6280,B,4489
6280,B,4480
6315,A,4529
6315,A,4540
6315,B,4545
6269,B,4459
6277,B,4469
6369,A,4601
6369,B,4603
6369,B,4610
6370,B,4601
6372,A,4603
6372,B,4608
6372,A,4604
6378,A,4610
6378,A,4617
6378,B,4615
6379,A,4611
6379,B,4612
6379,B,4620
6377,B,4611
6377,A,4608
6377,A,4609
6382,A,4614
6382,B,4625
6382,A,4615
6384,B,4617
6388,A,4622
6388,B,4626
6380,B,4622
6380,A,4612
6394,A,4630
6394,A,4631
6394,B,4633
6395,B,4630
6395,B,10734
6395,B,10736
6392,A,4627
6387,B,4627
6387,A,4620
6387,A,4621
11619,A,10734
11619,B,10735
11620,A,10735
11620,A,10736
6361,A,4592
6361,A,10737
6361,B,4609
11621,B,10737
11621,B,10738
6373,B,4604
6391,A,4625
6391,A,4626
6391,B,4631
6397,A,4633
6397,B,10733
6397,B,10790
11618,A,10733
11618,B,10791
11648,A,10791
11648,A,10790
6375,B,4605
6375,A,10792
6375,A,10794
11649,B,10792
11649,B,10793
11650,B,10794
11650,A,10793
6259,A,4448
6271,B,4481
6271,B,13256
6271,A,4462
6297,A,4500
6297,B,4516
6297,A,4501
6286,B,4500
6286,A,4484
6286,A,13255
6286,B,13258
6303,A,4506
6303,B,4515
6303,A,13257
6303,B,4513
6308,A,4515
6308,A,4516
6308,B,4518
13367,B,13257
13367,A,13258
13364,B,13252
13366,B,13255
13366,A,13256
4710,A,2866
4710,B,4458
4710,A,4455
3210,A,1229
3210,B,2149
3210,A,6177
3211,B,1229
3211,A,2150
3211,B,11694
13651,B,13684
13651,A,14300
3221,B,1239
3221,B,14299
3221,A,1237
7775,A,6216
7775,B,6229
7757,B,6216
7757,A,6200
7757,B,6208
7788,A,6229
7788,A,6228
7788,B,6242
7789,A,11209
7789,B,6228
7789,B,11210
7767,B,11209
7767,A,6207
7767,A,6208
11881,A,11210
7799,A,6242
4078,B,2148
4078,A,2149
7737,B,6177
7737,A,6170
7737,B,6188
7758,B,6200
7765,A,6206
7765,B,6207
7765,A,14298
7766,B,6206
14044,A,14299
14044,B,14298
7713,A,6139
7713,A,6140
7713,B,6146
7714,B,6139
7715,B,6140
7715,A,15215
7715,B,13439
4079,A,2151
4079,B,2150
3700,B,2151
3700,A,1649
14045,B,14300
14045,A,14301
12196,B,14301
12196,A,11694
13493,A,13438
13494,B,13438
13494,A,13439
13494,B,13440
13495,A,13440
14574,B,15217
3911,A,1892
3911,B,37910
3911,B,1891
6296,A,4498
6296,B,4505
6296,B,4528
6296,A,4499
6313,A,4525
6313,A,4535
6313,B,4550
6273,B,4525
6273,B,4476
6273,A,4464
6281,B,4535
6281,A,4476
6281,B,4488
6336,A,4556
6336,B,4567
6336,B,4571
6295,B,4556
6295,B,4526
6295,A,4497
6344,A,4567
6344,B,4574
6344,B,4579
6344,A,4566
6346,A,4569
6343,B,4569
6343,A,4565
6343,A,10780
6348,A,4571
6348,B,4581
6348,B,4580
6350,A,4573
6350,A,4574
6350,B,4589
6350,B,4587
6338,B,4573
6338,B,4586
6338,A,4559
6332,B,4577
6332,A,4552
6332,A,4550
6354,A,4579
6354,A,4580
6354,B,4584
6354,B,4583
6359,A,4586
6359,B,4596
6359,A,4587
6356,A,4589
6356,B,4595
6356,B,4588
6356,A,4583
6365,A,4596
6365,B,4613
6365,A,4597
400,A,38242
400,A,37910
6316,B,38242
6316,B,4559
6316,B,4566
6316,A,4530
6355,A,4581
6355,A,4582
6355,B,4591
6360,A,4594
6360,B,4598
6360,A,4591
6357,B,4594
6357,A,4584
6357,A,4588
6366,A,4606
6366,A,4598
6366,B,10767
6366,B,10796
6364,B,4606
6364,A,4595
6364,B,4597
6381,A,4613
6381,B,8572
6381,B,4616
6383,A,10766
6383,B,4619
6383,A,4616
11634,B,10766
11634,B,10768
11634,A,10767
11635,A,10768
6386,B,4624
6386,B,4628
6386,A,4619
3036,A,1080
3036,B,4517
3036,B,1081
3034,B,1080
3034,A,1079
3034,B,4499
6263,A,4451
6263,B,4452
6263,B,4468
6275,A,4467
6275,B,4483
6275,B,4492
6275,A,4468
6272,B,4467
6272,B,4475
6272,A,4463
6302,A,4505
6302,A,4517
6302,B,4524
6312,A,4528
6312,B,4544
6312,A,4524
6328,A,4544
6328,B,4552
6328,B,4565
6328,A,10778
6293,B,10755
6293,A,4492
6293,A,4493
3037,A,1081
3037,B,1082
3037,B,4538
6323,B,4547
6323,A,4538
6323,A,10779
11641,B,10778
11641,B,10782
11641,B,10779
11642,A,10782
11642,B,10780
11642,A,10781
3038,A,1082
3038,A,4523
3038,B,1083
6285,A,4483
6285,B,4493
6285,B,4485
3035,B,1079
3035,A,4475
3035,A,1891
12486,B,12102
11268,B,10288
12487,B,12103
11269,B,10289
6258,B,4445
6258,B,4464
15487,B,16309
15487,A,16288
15529,A,16334
15529,A,20694
15529,B,16317
15552,B,16334
15552,A,16350
15552,B,20548
16513,A,17393
16513,B,17434
16513,A,17744
16514,B,17393
16514,B,17714
16514,A,20960
16514,B,20959
16606,A,17478
16606,B,23752
16606,A,23915
16607,B,17478
16607,B,23809
16607,A,23811
16857,A,17715
16857,B,17728
16550,B,17715
16550,B,17426
19197,A,20176
19197,A,21988
19197,B,21991
19198,B,20176
19198,A,23670
19198,B,23916
19241,A,20208
19241,B,20209
19241,B,21458
15528,B,20208
15528,B,16351
15528,A,16317
19308,A,20267
19308,B,20629
19308,B,20892
19307,B,20267
19307,A,20896
19307,A,20266
19330,A,20287
19330,A,20560
19330,A,20963
19327,B,20287
19327,A,20559
19327,A,20285
20027,A,20888
20027,B,36753
20027,B,20889
20027,A,20890
19292,B,20888
19292,B,20253
19292,A,22200
20468,A,21463
20468,B,23896
20468,B,23897
20469,B,21463
20469,A,21991
20469,B,21995
19729,A,21743
19729,B,20612
19729,B,21345
20655,B,21743
20655,A,21745
20655,A,21744
20656,B,21745
20859,A,22040
20859,B,22044
20859,B,22410
20841,B,22040
20841,B,22024
20841,B,22031
20863,A,22044
20863,A,22043
20863,B,22220
20900,A,22089
20900,A,22090
20900,B,22101
20901,B,22089
20901,A,22253
20952,A,22147
20952,B,35571
20952,B,22150
20942,B,22147
20942,B,22532
20942,A,22137
20942,A,22139
21014,B,22253
21031,A,22300
21031,B,22281
21031,B,22279
21044,B,22300
21044,A,22301
16565,A,22444
16565,B,17441
16565,A,22150
16565,A,22298
20933,B,22444
20933,A,22126
20933,A,22125
20933,B,22137
21179,A,22532
22015,A,23684
22015,A,23683
22015,B,23703
22008,B,23684
22008,B,23704
22008,A,23678
22037,A,23704
22037,A,23703
22037,B,23911
22073,A,23740
22073,B,23805
22073,B,23907
22074,B,23740
22074,A,23809
22074,B,23915
22107,A,23778
22107,A,23780
22107,A,23779
22108,B,23778
22108,B,23799
22108,A,23800
19678,B,23780
19678,B,20561
19678,A,23799
21995,A,23787
21995,B,23670
21995,A,23669
19182,B,23787
19182,B,20168
19182,A,20165
22103,A,23801
22103,B,23820
22103,B,23772
22103,A,23802
22091,B,23801
22091,A,23760
22091,B,23800
22120,A,23805
22120,A,23804
22120,B,23828
22087,A,23829
22087,B,23802
22087,B,23754
22131,B,23829
22131,B,23827
22131,A,23828
22134,A,23899
22134,A,23831
22134,B,23898
22056,B,23899
22056,A,23813
22056,B,23720
22055,A,23919
22055,B,23811
22055,B,23817
22055,A,23720
22181,B,23919
22181,B,23914
22181,A,23898
25728,A,28487
25764,A,28526
25741,B,28526
25741,B,28508
25741,A,28502
25741,B,28525
25840,A,28615
25840,B,28652
25840,A,28616
25817,B,28615
25817,A,28906
25817,A,28588
25881,A,28674
25881,A,28675
25881,B,28685
25849,B,28674
25849,A,28632
25849,B,28667
25889,A,28687
25889,B,28739
25889,B,28699
25880,B,28687
25880,B,28712
25880,B,28738
25880,A,28672
25925,A,28739
25925,A,28738
25969,A,28799
25937,B,28799
25937,A,28754
25937,B,28796
26019,A,28871
26019,B,28872
26019,B,28949
25993,B,28871
25993,A,28834
25993,B,28873
26027,A,28889
26026,B,28889
26026,A,28888
26026,B,28898
26036,B,28906
26036,A,28907
26037,B,28907
26037,B,28908
28934,A,33417
28934,B,36782
28934,B,33373
28980,B,33417
28980,B,33655
28980,A,33420
28984,A,33421
28984,A,33654
28984,B,33425
28984,B,33660
28985,B,33421
28985,A,33426
29057,A,33552
29057,B,33507
29103,B,33552
29103,A,33550
29103,A,35549
29111,A,33556
29111,A,35611
29111,A,35575
29111,B,35597
29112,B,33556
29112,A,33563
29112,A,35574
29116,A,33564
29116,B,35584
29116,B,33561
28975,B,33564
28975,B,36792
28975,B,33426
28975,B,35618
28975,A,33414
29150,A,33651
29150,B,33606
29179,B,33651
29179,A,33650
29179,A,35553
29179,B,35549
29181,B,33654
29181,B,35586
29181,A,35617
29107,A,33655
29107,B,36790
29107,A,33554
29858,A,34399
29858,B,34407
29858,A,35590
29859,B,34399
29885,A,34421
29885,A,34422
29885,B,34424
29886,B,34421
29752,A,34898
29752,A,34419
29752,B,34422
29752,B,34306
30409,B,34898
30409,B,36828
30409,A,34899
30409,A,34900
30453,A,34944
30453,A,35636
30453,B,35591
30454,B,34944
30454,B,34945
18831,A,35226
18831,A,19794
18831,B,21744
30676,B,35226
30812,A,35445
28930,B,35445
28930,A,33373
28930,B,33369
30870,A,35573
30870,A,35572
30870,B,35575
30869,B,35573
30869,A,35571
30869,B,35574
30874,A,35583
30874,B,35585
30874,B,35603
30811,B,35583
30811,A,35444
30811,B,35637
30875,A,35586
30875,B,35588
30875,A,35585
30875,B,35602
30856,A,35587
30856,B,36791
30856,B,35546
28987,B,35587
28987,A,33424
28987,B,33423
30854,A,35594
30854,B,35542
30878,B,35594
30878,A,35595
30878,A,35597
30455,B,35636
30455,A,34945
30455,A,35637
31215,A,36072
31215,B,37438
31215,B,36073
31215,B,36081
31207,B,36072
31207,A,36220
31207,A,36065
29702,B,36220
29702,A,34226
29702,A,36064
31473,A,36410
31474,B,36410
31474,B,36418
31474,B,36413
31475,A,36411
31475,B,36420
31475,B,36415
31469,B,36411
31469,A,36596
31469,A,36406
31477,A,36414
31477,A,36533
31477,B,36532
31462,B,36414
31462,A,36397
31462,A,36398
31462,B,36402
31485,A,36423
31485,B,36427
31485,B,36432
31457,B,36423
31457,A,36394
31457,A,36390
31457,B,36391
31490,A,36428
31490,A,36427
31490,B,36436
31490,A,36429
31393,B,36428
31393,A,36327
31393,B,36409
31491,A,36430
31491,A,36432
31491,B,36435
29379,B,36430
29379,A,36412
29379,B,33872
31501,A,36504
31501,A,36503
31501,B,36440
31470,B,36504
31470,A,36407
31470,A,36408
31493,A,36520
31493,B,36529
31493,B,36433
31579,B,36520
31579,A,36548
31579,B,36523
31465,B,36533
31465,B,36400
31465,A,36401
31465,A,36402
31626,B,36596
31626,A,36597
31626,B,36595
867,A,36753
867,A,36751
867,A,36752
177,A,36782
177,A,36785
176,A,36790
176,A,36791
38,A,36792
38,A,37312
781,A,36857
781,A,36828
29869,B,36857
29869,A,34769
29869,A,34407
29750,B,36870
29750,B,34305
29750,A,34927
28817,B,36871
28817,B,33246
28817,A,33247
28817,A,33565
29782,B,37312
29782,B,35444
29782,A,34331
29782,A,34330
3,A,37409
3,A,37485
3,A,37486
25891,B,37409
25891,B,28714
25891,B,37410
25891,B,28727
25891,A,28689
766,A,37438
766,A,37407
182,A,37439
182,A,37436
182,A,37408
31600,B,37439
31600,B,36556
31600,A,36549
31600,B,36550
422,A,37487
422,A,37410
422,A,37693
25727,B,37487
25727,A,28485
25727,B,28511
25727,B,28536
16878,A,17751
16878,B,22702
16878,A,22701
16879,B,17751
16879,A,17752
16880,B,17752
16880,A,22799
16880,B,22545
18716,A,19799
18716,A,34243
18716,A,19600
18184,B,19799
18184,B,18969
18184,A,18968
21222,A,22583
21222,B,22692
21222,B,22593
21222,A,22584
21223,B,22583
21223,B,22599
21223,A,22737
21244,A,22610
21244,A,22609
21244,B,22613
21238,B,22610
21238,A,22691
21238,A,22604
21252,A,22617
21252,A,22618
21252,B,22710
21248,B,22617
21248,B,22620
21248,A,22690
21248,A,22613
21281,A,22655
21281,A,22702
21281,B,22794
21280,B,22655
21280,B,22654
21280,B,22659
21287,A,22662
21287,B,22790
21287,A,22792
21285,B,22662
21285,B,22660
21285,B,22665
21285,A,22659
21290,B,22664
21245,B,22691
21245,A,22692
21245,B,22609
21245,A,22769
21211,A,22744
21211,B,22572
21211,B,22733
21346,B,22744
21346,B,22745
21346,A,22746
21343,A,22768
21343,B,22737
21343,A,22738
21217,B,22768
21217,A,22580
21217,B,22584
21316,A,22790
21316,B,22705
21316,B,22791
29059,A,33510
29059,A,34258
29059,B,33509
29059,B,34267
29060,B,33510
29060,A,33511
29153,A,33609
29153,B,33612
29153,B,34086
29153,A,34266
29154,B,33609
29154,B,33613
29154,A,33610
29062,A,33613
29062,B,33512
29062,B,34266
29062,A,34267
29466,A,33939
29466,A,34086
29466,B,34121
29467,B,33939
29468,A,33940
29468,A,36497
29468,B,34098
29469,B,33940
29469,B,36498
29469,A,34198
29514,A,33974
29515,B,33974
29515,B,34268
29515,A,34232
29560,A,34017
29560,A,34040
29560,B,34016
29560,B,34243
29339,B,34017
29339,B,34063
29339,A,33842
29577,A,34048
29577,B,34120
29577,A,34260
29578,B,34048
29464,A,34066
29464,B,33937
29464,B,34114
29353,B,34066
29353,A,33852
29353,A,34284
29625,A,34117
29625,A,36492
29625,B,36494
29626,B,34117
29606,A,34231
29606,B,34116
29606,B,34090
29706,B,34231
29706,A,36493
29706,A,36494
29720,A,34254
29720,B,34259
29717,B,34254
29717,A,34247
29717,B,35562
29460,B,34258
29460,A,33935
29460,A,33934
31492,A,36434
31492,B,36447
31492,A,36433
31481,B,36434
31481,A,36418
31481,B,36419
31509,A,36447
31509,B,36591
31509,A,36448
31509,B,37408
31522,A,36460
31522,A,36590
31522,B,36501
31523,B,36460
31523,A,36502
31523,A,36591
31558,A,36485
31558,B,36499
31558,B,37411
31558,A,36487
31555,B,36485
31555,A,36483
31555,A,36613
31562,A,36491
31562,B,36493
31562,B,37420
31562,B,36497
31561,B,36491
31561,A,36498
31561,B,36490
29459,B,36492
29459,A,36489
29459,A,33933
29705,A,36499
29705,A,34230
29705,B,36488
31554,A,36615
31554,B,36482
31554,B,36609
31564,B,36615
31564,A,36500
31564,B,36614
187,A,37411
187,A,37420
187,A,37415
202,A,37413
202,A,37418
202,A,37668
202,A,37667
21341,B,37413
21341,B,37431
21341,A,22741
21341,B,22743
21341,A,22735
205,A,37414
205,A,37416
21364,B,37414
21364,B,22793
21364,A,22794
201,A,37669
201,A,37419
29445,B,37669
29445,B,34051
29445,A,34229
29445,B,33921
178,A,37670
178,A,37432
29480,B,37670
29480,B,34047
29480,A,34122
29480,A,33949
188,A,37836
188,A,37423
29729,B,37836
29729,A,34278
29729,B,34277
17797,A,18640
17797,B,22563
17797,B,22569
17791,B,18640
17791,A,18637
17791,A,22553
17805,A,18648
17803,B,18648
17803,A,19610
17803,B,18645
18474,A,19293
18474,B,19292
18474,B,19294
18472,B,19293
18472,B,19291
18472,A,19460
18491,A,19318
18491,A,19324
18491,B,19319
18492,B,19318
18492,B,19325
18492,A,19326
18493,A,19322
18493,A,19323
18493,A,19319
18495,B,19322
18495,A,19321
18495,B,19320
18496,B,19323
18497,B,19324
18502,A,19331
18502,A,19330
18502,B,19329
18503,B,19331
18621,A,19461
18620,B,19461
18620,B,19607
18620,B,19460
18623,A,19593
18623,A,19463
18623,B,19462
18586,B,19593
18586,B,19426
18586,B,19425
18431,A,19607
18431,B,19608
18431,B,19243
18720,B,19610
18720,B,19616
18720,A,19609
21204,A,22564
21196,B,22564
21196,A,22552
21196,B,22553
21216,A,22578
21216,B,22581
21216,A,22579
21197,B,22578
21197,B,22552
29348,A,33969
29348,B,33849
29348,A,34277
29507,B,33969
29554,A,34221
29554,B,34009
29554,A,34039
29531,B,34221
29531,A,33989
29531,A,34217
29531,B,34220
29732,A,34283
29732,B,34282
29347,B,34283
29347,A,33849
29347,B,33989
17802,B,37416
17802,B,19612
17802,A,19327
17802,A,18645
21232,B,37418
21232,B,22598
21232,A,22597
21232,B,22602
18594,B,37668
18594,A,34199
18594,B,19434
18594,A,19435
18134,A,18915
18134,B,19125
18134,A,19288
18135,B,18915
18473,A,19292
18475,A,19294
18587,A,19426
18585,A,19425
17798,A,18642
17798,B,18644
17798,B,19609
17799,B,18642
17799,B,19142
17799,A,19243
17801,A,18644
18340,A,19142
18719,A,19608
18724,A,19616
29463,A,33937
29463,B,33938
29463,B,33936
29465,A,33938
29470,A,33942
29470,B,33944
29470,A,33941
29471,B,33942
29471,B,34287
29471,A,34114
29488,A,34112
29488,B,34222
29488,A,33954
29473,B,34112
29473,A,33944
29473,A,34113
29685,B,34199
29685,A,34185
29685,A,34223
29610,A,34222
29610,B,34223
29610,B,34095
18595,B,19435
29686,B,34185
29609,A,34095
29462,B,33943
29462,A,33936
29462,B,33941
29528,A,33987
29529,B,33987
29529,A,34218
29529,B,34217
29700,A,34219
29549,B,34219
29549,B,34004
29549,A,34220
29699,B,34218
29548,A,34004
29350,B,33954
29350,A,34286
29350,B,33850
29349,A,34046
29349,B,34278
29349,A,33850
29576,B,34046
29734,A,34287
29734,B,34286
18259,A,19050
18259,B,19330
18259,B,19139
18260,B,19050
18260,A,22563
18607,A,19447
18607,B,19449
18607,A,19448
18608,B,19447
18608,A,22650
18608,B,22651
18610,A,19449
18624,B,19463
17808,A,19612
17808,A,18650
21240,B,22618
21240,A,22606
21240,B,22611
21267,A,22672
21267,A,22675
21267,B,22636
21247,B,22672
21247,B,22612
21247,A,22771
21246,B,22675
21246,A,22612
21246,A,22611
21276,A,22772
21276,B,22648
21276,B,22650
21359,B,22772
21359,A,22773
21275,A,22648
21275,B,22716
21275,B,22649
21355,A,22759
21355,A,22760
21355,B,22758
18622,B,22759
18622,A,19462
21356,B,22760
21323,A,22716
21323,B,22717
21323,A,22758
21324,A,22717
21277,A,22649
21277,A,22651
18500,B,19327
18500,A,19328
18500,A,19329
18501,B,19328
18337,A,19139
18609,A,22652
18609,B,19448
21278,B,22652
21278,A,22653
21278,B,22709
21312,A,22695
21313,B,22695
21313,B,22762
21313,A,22698
21358,A,22763
21279,A,22766
21279,A,22654
21279,B,22653
21279,B,22657
21266,B,22766
21266,A,22636
21266,A,22767
21325,A,22718
21325,A,22719
21326,B,22718
21326,A,22720
21326,B,22773
21327,B,22719
21327,B,22720
21283,A,22660
21283,A,22657
21283,A,22658
21283,B,22698
21284,B,22658
21284,A,22709
21320,A,22710
21320,B,22724
21320,B,22767
21332,A,22724
18070,A,19138
18070,B,18850
18070,B,19236
18336,B,19138
18336,B,19611
18336,A,19621
18423,A,19239
18423,B,19240
18423,A,19236
18425,B,19239
18425,B,19237
18425,A,19238
18721,A,19611
18721,B,22586
18721,B,22579
21218,B,22580
21219,A,22581
21219,B,22591
21219,B,22585
21224,A,22586
21224,B,22589
21224,B,22597
21224,A,22585
18069,A,22589
18069,A,18850
18069,B,22700
21226,A,22590
21226,A,22591
21226,B,22594
21227,B,22590
21230,A,22598
21230,B,22595
21230,B,22771
17809,B,18650
17809,A,22699
17809,A,22595
18310,A,19094
18311,B,19094
18311,B,22699
18311,A,22700
18427,A,19240
18424,A,19237
18727,A,22569
18727,B,19622
18426,A,19622
18426,B,19238
18426,B,19621
21231,A,22596
21231,B,22606
21231,A,22602
21229,B,22596
21229,B,22604
21229,A,22593
21229,A,22594
21347,A,22745
21348,B,22746
17792,B,19321
17792,A,19136
17792,B,18637
18334,A,33844
18334,B,19801
18334,B,19136
29341,B,33844
29341,B,34013
29341,B,37667
29341,A,33845
29494,A,33959
29494,B,33977
29494,A,34089
29495,B,33959
29537,A,33994
29537,B,34041
29537,A,34242
29538,B,33994
29538,B,33998
29538,B,34006
29544,A,33999
29544,B,34270
29544,A,34282
29545,B,33999
29346,A,34000
29346,B,34271
29346,B,33848
29497,B,34000
29497,B,34242
29497,A,33962
29497,A,33965
29516,B,34040
29516,A,33977
29516,A,33975
29516,A,33976
29342,A,34041
29342,B,33845
29342,A,33846
29345,B,37419
29345,A,34002
29345,B,33847
29345,A,33848
18498,A,19325
29553,A,34009
29557,A,34013
29344,B,34039
29344,A,33847
29344,B,34065
29725,A,34271
29725,A,34270
18499,B,19326
18494,A,19320
29543,A,33998
29546,B,34002
29343,A,34006
29343,A,34064
29343,B,33846
29590,B,34064
29590,A,34065
29498,B,33962
29501,B,33965
17790,A,19801
17790,A,18636
17790,B,19800
17784,B,18636
17784,B,18630
17784,A,34020
18430,A,19800
18430,B,19242
18430,B,19600
29559,A,34016
29559,B,34015
29559,B,34020
17783,A,18630
29558,A,34015
18428,A,19241
18429,B,19241
18429,A,19242
29604,B,34089
29517,B,33975
29518,B,33976
29359,A,33855
29359,B,33880
29359,B,34081
29360,B,33855
29360,B,33874
29360,A,36507
29382,A,33874
29390,A,33880
29390,B,33883
29390,A,36466
29601,A,34080
29601,B,36237
29357,B,34080
29357,B,33877
29357,A,33854
29710,A,34237
29711,B,34237
29711,A,36235
29711,B,36234
29712,A,34239
29386,B,34239
29386,B,34240
29386,A,33877
29386,A,34203
29713,A,34240
31288,A,36146
31288,B,37360
31288,B,36152
31288,B,36167
31289,A,36147
31289,A,36159
31289,B,36180
31289,B,36149
31279,B,36147
31279,A,36136
31279,B,36137
31290,A,36148
31290,B,36160
31290,B,36151
31290,A,36154
31291,A,36150
31291,B,36178
31291,B,36155
31291,A,36149
31280,B,36150
31280,B,36138
31280,A,36137
31293,A,36153
31293,A,36157
31293,B,36154
31283,B,36153
31283,A,36140
31283,B,36142
31294,A,36156
31294,B,36157
31294,B,36176
31294,A,36155
31281,B,36156
31281,B,36140
31281,A,36138
31295,A,36158
31295,B,36159
31295,B,36162
29385,B,36158
29385,A,33876
29385,A,36143
31641,A,36631
31640,B,36631
31640,B,37436
31640,B,36629
31640,A,36630
767,A,37421
31505,B,37421
31505,A,36629
31505,B,36453
31505,B,36443
29408,A,33893
29408,A,33897
29408,B,33896
29402,B,33893
29402,A,33890
29432,A,33913
29432,B,34067
29432,A,34279
29433,B,33913
29433,B,36235
29433,A,36305
29586,B,34058
29586,A,36173
29586,A,36175
29591,A,34067
29591,B,34069
29591,B,34068
29592,A,34069
31306,A,36183
31306,A,36180
31306,A,36181
31307,B,36183
31307,B,36187
31307,A,36182
31313,A,36192
31313,B,36194
31313,A,36191
31312,B,36192
31312,A,36189
31312,A,36190
31318,A,36307
31318,B,37423
31318,B,36306
31318,B,36198
31345,B,36307
31345,A,36236
185,A,37422
185,A,37424
185,A,37360
29608,B,37422
29608,A,34093
29608,B,34281
29608,A,36199
29356,B,37424
29356,B,33885
29356,A,34241
29356,B,33853
29419,A,33901
29419,B,33910
29419,B,33905
29420,B,33901
29420,A,34070
29420,B,34093
29429,A,33909
29429,A,33911
29429,B,34023
29421,B,33909
29421,A,33904
29421,A,33902
29430,A,33910
29430,B,33911
29430,B,34024
29562,A,34023
29562,A,34024
29731,B,34280
29731,A,34281
29423,B,33904
29423,A,33903
29423,A,33907
29422,B,33902
29424,B,33903
29425,A,33906
29425,B,33907
29425,A,33905
29426,B,33906
31319,B,36199
31299,B,36169
31299,B,36204
31299,B,36166
31299,A,36165
31304,A,36176
31304,A,36177
31304,B,36188
31304,B,36179
31303,B,36177
31303,B,36276
31303,A,36174
31303,B,36175
31305,A,36178
31305,B,36181
31305,B,36189
31305,A,36179
31302,A,36204
31302,B,36168
31302,B,36174
31370,A,36276
31370,B,36275
31292,A,36152
31292,B,36161
31292,A,36151
31296,A,36160
31296,A,36161
31296,B,36165
31311,A,36188
31311,B,36190
31311,A,36275
29707,A,34233
29707,A,36306
29707,B,36305
29415,B,34233
29415,A,33898
29415,B,34234
29458,A,36201
29458,B,33932
29458,A,36200
31320,B,36201
29354,A,36234
29354,B,33852
29354,B,36200
29457,A,33932
29457,A,34068
29457,B,34285
29733,B,34284
29733,A,34285
31317,A,36198
29414,B,33897
29414,B,34236
29413,B,33898
29413,A,34235
29413,A,33896
29708,A,34234
29709,B,34235
29709,A,34236
29396,A,33885
29396,A,36172
29396,B,36182
29714,B,34241
29714,A,36164
29714,A,36237
31298,B,36164
31298,B,36172
31298,A,36163
31308,A,36184
31308,B,36185
31308,B,36195
31187,B,36184
31187,B,36236
31187,A,36046
31309,A,36185
31309,B,36186
31309,B,36193
31310,A,36187
31310,A,36186
31310,B,36191
31315,A,36195
31315,A,36196
31314,B,36196
31314,A,36193
31314,A,36194
31297,A,36162
31297,B,36163
29403,B,33890
29355,A,34079
29355,A,33853
29355,B,36046
29600,B,34079
31277,B,36136
31277,A,36135
31277,B,36143
31329,A,36215
31330,B,36215
31330,A,36216
31330,A,36292
31326,A,36293
31326,B,36210
31326,B,36209
31380,A,36296
31380,A,36297
31278,B,36296
31278,B,36135
31278,A,36294
31278,A,36295
31327,A,36210
31216,A,36073
31216,B,36082
31216,A,36075
31225,A,36082
31225,A,36085
31225,A,36083
31226,B,36085
31226,A,36084
31226,A,36087
31229,B,36100
31229,B,36091
31229,A,36089
31230,B,36216
31230,A,36091
31230,A,36090
31377,B,36292
31224,A,36081
31224,B,36088
31224,B,36083
31228,A,36088
31228,A,36218
31228,B,36089
31331,B,36218
31231,B,36090
31217,A,36074
31217,B,36084
31217,B,36075
31218,B,36074
31218,B,36086
31218,A,36076
31227,A,36086
31227,B,36087
31219,B,36076
29358,B,33876
29358,A,34262
29358,B,33854
29384,A,34081
