id,stream,stream_id
9875,downstream,2465
9875,downstream,11391
9875,upstream,1981
9875,upstream,1522
9895,downstream,1537
9895,upstream,9804
9923,downstream,30080
9923,upstream,9820
9923,upstream,9821
11378,downstream,37786
11378,downstream,9899
11378,downstream,14983
11378,downstream,37794
14103,downstream,9349
14103,downstream,38630
14103,upstream,38631
14107,downstream,9392
14107,downstream,38637
14107,upstream,953
14107,upstream,14108
14109,downstream,37522
14109,downstream,9560
14109,downstream,37572
14109,upstream,958
14978,downstream,14984
14978,downstream,14977
14981,downstream,14984
14981,downstream,14977
14981,upstream,14980
14981,upstream,15108
15065,downstream,506
15065,downstream,15095
15933,downstream,15960
15933,upstream,15934
15935,upstream,15936
15935,downstream,15791
16234,downstream,16262
16234,upstream,16235
16529,downstream,25368
16529,upstream,30383
16529,downstream,16535
16529,upstream,17157
16562,upstream,25640
16562,upstream,16559
16562,downstream,17347
16562,downstream,17583
24801,downstream,24978
24801,upstream,1541
24801,upstream,30411
24978,upstream,24801
24978,downstream,36708
24978,downstream,37826
24978,upstream,24806
24978,downstream,37529
25125,upstream,25069
25125,upstream,25070
25125,downstream,17158
25125,downstream,25148
25368,upstream,16529
25368,downstream,25391
25368,downstream,25426
25427,downstream,25476
25427,upstream,25396
25427,upstream,16535
25427,downstream,25450
25476,upstream,25427
25476,downstream,25506
25476,downstream,25541
25476,upstream,25426
25506,upstream,25476
25506,upstream,25477
25506,downstream,25529
25506,downstream,25574
25575,downstream,25640
25575,upstream,25541
25575,upstream,25542
25575,downstream,25606
25640,downstream,16562
25640,upstream,25575
25640,downstream,17884
25640,upstream,25574
30383,downstream,16529
30383,upstream,30384
30383,downstream,25315
31261,downstream,37517
31261,upstream,17580
31261,upstream,17883
31261,downstream,31260
36701,downstream,9501
36701,downstream,67
36701,upstream,456
36708,upstream,24978
36708,downstream,36710
36708,downstream,37827
36708,downstream,25069
36710,upstream,36708
36710,upstream,24979
36710,downstream,24982
36710,downstream,38531
37517,upstream,31261
37518,upstream,16538
37519,upstream,17158
37521,upstream,2583
37521,upstream,9712
37522,upstream,14109
37522,upstream,9501
37523,upstream,38637
37524,upstream,9843
37524,upstream,9844
37527,upstream,38630
37533,upstream,842
37533,upstream,13618
37537,upstream,11689
37550,upstream,36697
37774,upstream,17162
37786,upstream,9850
37786,upstream,11378
37811,upstream,36693
37826,upstream,24978
37827,upstream,36708
37827,upstream,24979
37872,upstream,339
37896,upstream,11237
37896,upstream,14977
38511,upstream,9867
15697,downstream,15799
15771,downstream,15739
15771,upstream,15838
15801,downstream,15739
15879,upstream,15880
15879,downstream,16956
15932,downstream,15931
15932,upstream,15792
15997,downstream,16106
16042,downstream,16106
16042,upstream,16230
16186,upstream,16185
16186,upstream,31009
16186,downstream,16956
16231,downstream,16230
16231,upstream,16078
16231,upstream,17780
16955,downstream,30386
16955,downstream,17186
16955,upstream,16956
17155,upstream,17156
17155,downstream,16950
25348,downstream,25396
25348,downstream,33129
25348,upstream,25246
25348,upstream,25247
29832,downstream,37775
29832,downstream,33127
29832,upstream,25179
29832,upstream,25178
29933,upstream,25289
29933,upstream,16524
30386,upstream,16955
30386,upstream,31006
30386,downstream,30385
37884,upstream,31700
15739,upstream,15771
15739,upstream,15801
15739,downstream,15938
15799,upstream,15697
15799,downstream,15938
16233,downstream,16232
16233,upstream,16106
15938,downstream,15937
15938,upstream,15739
15938,upstream,15799
16106,upstream,15997
16106,upstream,16042
16106,downstream,16233
25289,downstream,29933
31006,downstream,30386
31006,downstream,17186
31006,upstream,78725
37528,upstream,17186
16524,downstream,29933
16524,upstream,17187
17186,upstream,16955
17186,upstream,31006
17186,downstream,37528
17186,downstream,17188
17156,downstream,17155
17156,upstream,17187
17188,upstream,17186
17188,downstream,17187
17187,downstream,16524
17187,downstream,17156
17187,upstream,17188
362,upstream,363
362,downstream,15880
362,downstream,31008
876,upstream,875
876,downstream,16185
876,downstream,31007
876,upstream,13665
15880,downstream,15879
15880,upstream,362
15880,downstream,31009
16185,downstream,16186
16185,upstream,876
16185,upstream,31008
31007,upstream,876
31007,upstream,31008
78725,downstream,31006
13665,upstream,363
13665,downstream,876
31009,downstream,16186
31009,upstream,15880
31008,upstream,362
31008,downstream,16185
31008,downstream,31007
15800,downstream,15802
15800,upstream,15838
15810,upstream,15814
15810,downstream,15812
15813,upstream,15814
15813,downstream,15815
15855,upstream,15802
15855,downstream,15854
16104,upstream,16115
16104,downstream,16116
16107,downstream,16220
16107,upstream,16105
16107,upstream,16109
16118,upstream,16117
16118,downstream,16116
16555,downstream,16557
16555,upstream,33128
16555,upstream,16949
16555,downstream,17278
16557,upstream,16555
16557,downstream,37882
16557,downstream,16559
16557,downstream,25665
16557,upstream,17279
17277,downstream,17491
17277,downstream,16563
17277,upstream,17278
25612,downstream,37882
25612,downstream,16559
25612,downstream,25665
25612,upstream,25541
25612,upstream,25542
31255,downstream,31257
31255,upstream,25549
31255,upstream,25550
31259,downstream,16044
33128,downstream,16555
33128,upstream,33130
33128,downstream,25549
33128,upstream,33129
33130,downstream,33128
33130,upstream,33127
37531,upstream,16110
37531,upstream,30119
37775,upstream,29832
38539,upstream,15867
38539,upstream,30118
78732,downstream,78730
78732,downstream,78731
78736,downstream,16200
78736,upstream,16202
16105,downstream,16107
16105,upstream,16115
16109,downstream,16107
16200,upstream,78736
16200,upstream,78731
16200,downstream,16115
31256,downstream,25931
31256,downstream,25975
31256,upstream,31257
31257,upstream,31255
31257,downstream,31256
78731,upstream,78732
78731,downstream,16200
15802,upstream,15800
15802,downstream,15855
15814,downstream,15810
15814,downstream,15813
16117,downstream,16118
16115,downstream,16104
16115,downstream,16105
16115,upstream,16200
15838,downstream,15771
15838,downstream,15800
15838,upstream,15931
16202,downstream,78736
16202,upstream,16230
16949,downstream,16555
16949,upstream,16950
16949,downstream,25549
16949,upstream,33126
16950,upstream,17155
16950,downstream,16949
16950,downstream,25498
25498,upstream,16950
25498,downstream,25520
25498,upstream,33126
25520,upstream,25498
25520,downstream,25550
25520,downstream,25632
15931,upstream,15932
15931,downstream,15838
16230,downstream,16042
16230,upstream,16231
16230,downstream,16202
25549,downstream,31255
25549,upstream,33128
25549,upstream,16949
25549,downstream,37532
25550,downstream,31255
25550,upstream,25520
25550,downstream,37532
25550,upstream,25519
25632,upstream,25520
25632,upstream,25519
37532,upstream,25549
37532,upstream,25550
25519,downstream,25550
25519,downstream,25632
33127,upstream,29832
33127,downstream,33130
33127,downstream,33126
33126,downstream,16949
33126,downstream,25498
33126,upstream,33127
15789,upstream,15815
15789,downstream,15934
15790,upstream,16076
15790,upstream,15854
15790,downstream,15936
15809,upstream,15812
15809,downstream,38657
15811,downstream,15741
15811,downstream,15788
15811,upstream,15806
16041,downstream,16076
16041,upstream,15806
16076,downstream,15790
16076,upstream,16041
16076,upstream,16040
16116,upstream,16104
16116,upstream,16118
16116,downstream,16235
16140,downstream,16141
16140,upstream,16142
17491,upstream,17277
17491,upstream,29936
17491,downstream,17581
17824,downstream,38657
17824,upstream,17580
17824,upstream,17883
37882,upstream,16557
37882,upstream,25612
78734,downstream,78733
78734,downstream,78735
15741,downstream,16220
15741,upstream,15811
15787,downstream,16593
15787,upstream,15788
15815,upstream,15813
15815,downstream,15789
16044,downstream,16593
16044,upstream,31259
16044,upstream,16108
16141,upstream,16140
16141,downstream,16108
15788,upstream,15811
15788,downstream,15787
16108,downstream,16044
16108,upstream,16141
15812,upstream,15810
15812,downstream,15809
15854,upstream,15855
15854,downstream,15790
15867,downstream,38539
15867,downstream,15806
15867,upstream,15868
16110,downstream,37531
16110,downstream,16111
16110,downstream,30118
16110,upstream,16563
16111,upstream,16110
16111,upstream,30119
16111,downstream,16142
29936,downstream,17491
29936,downstream,16563
30119,downstream,37531
30119,downstream,16111
30119,downstream,30118
16142,downstream,16140
16142,upstream,16111
15806,downstream,15811
15806,downstream,16041
15806,upstream,15867
15806,upstream,30118
30118,downstream,38539
30118,upstream,16110
30118,upstream,30119
30118,downstream,15806
16563,upstream,17277
16563,downstream,16110
16563,upstream,29936
16563,downstream,15868
15868,downstream,15867
15868,upstream,16563
15934,downstream,15933
15934,upstream,15789
15936,downstream,15935
15936,upstream,15790
16235,downstream,16234
16235,upstream,16116
38657,upstream,15809
38657,upstream,17824
38657,downstream,17825
78735,downstream,17880
78735,downstream,37865
78735,upstream,78734
78735,upstream,17825
17825,downstream,78733
17825,upstream,38657
17825,downstream,78735
16040,downstream,16076
16040,upstream,17580
16040,upstream,17883
16559,downstream,16562
16559,upstream,16557
16559,upstream,25612
16559,downstream,17884
17580,downstream,31261
17580,downstream,17824
17580,downstream,16040
17580,upstream,17581
17581,upstream,17491
17581,downstream,17580
17581,upstream,25665
17883,downstream,31261
17883,downstream,17824
17883,downstream,16040
17883,upstream,17884
25665,upstream,16557
25665,upstream,25612
25665,downstream,17581
17884,upstream,25640
17884,upstream,16559
17884,downstream,17883
16538,downstream,37518
16538,upstream,25396
16538,downstream,37883
16538,downstream,25477
16538,downstream,16544
16538,upstream,16535
17279,downstream,16557
17279,downstream,17278
17279,upstream,17280
25396,downstream,25427
25396,upstream,25348
25396,downstream,16538
33129,upstream,25348
33129,downstream,33128
37883,upstream,16538
17278,upstream,16555
17278,downstream,17277
17278,upstream,17279
17280,downstream,17279
17280,upstream,16544
25477,downstream,25506
25477,upstream,16538
25477,downstream,25541
25541,upstream,25476
25541,downstream,25575
25541,downstream,25612
25541,upstream,25477
25542,downstream,25575
25542,downstream,25612
25542,upstream,16544
16544,upstream,16538
16544,downstream,17280
16544,downstream,25542
16535,upstream,16529
16535,downstream,25427
16535,downstream,16538
15694,upstream,15695
15694,downstream,17815
15694,downstream,15774
15695,downstream,15694
15695,upstream,154
15695,upstream,2543
16092,downstream,16091
16092,upstream,668
17815,upstream,15694
17815,downstream,17816
17815,downstream,17817
17816,upstream,17815
17816,downstream,25179
17817,upstream,17815
17817,downstream,29955
24851,upstream,2466
24851,downstream,30085
24851,downstream,37808
24851,upstream,11393
24851,downstream,31703
25043,downstream,25126
25043,downstream,37806
25043,downstream,25070
25043,upstream,24951
25044,downstream,25126
25044,downstream,37806
25044,downstream,25070
25044,upstream,25019
25069,downstream,25125
25069,upstream,36708
25069,downstream,25146
25069,upstream,24979
25104,downstream,25178
25104,downstream,25127
25104,downstream,37807
25104,upstream,25019
25179,downstream,29832
25179,upstream,17816
25179,upstream,29955
25179,downstream,25218
30085,upstream,24851
30085,downstream,30084
33133,downstream,33132
33133,upstream,30087
33134,downstream,33132
33134,upstream,33135
37808,upstream,24851
15792,downstream,15932
15792,upstream,15774
16078,downstream,16231
16078,upstream,31701
16078,upstream,16091
17780,downstream,16231
17780,upstream,30089
17780,upstream,30385
30089,downstream,17780
30089,downstream,30973
30089,upstream,33132
31701,downstream,16078
31701,upstream,30973
31701,downstream,31700
30385,upstream,30386
30385,downstream,17780
30385,downstream,30973
30973,upstream,30089
30973,downstream,31701
30973,upstream,30385
30974,upstream,31700
30974,downstream,29955
15774,upstream,15694
15774,downstream,15792
16091,upstream,16092
16091,downstream,16078
16091,downstream,31700
31700,downstream,37884
31700,upstream,31701
31700,downstream,30974
31700,upstream,16091
33132,upstream,33133
33132,upstream,33134
33132,downstream,30089
33132,downstream,30088
30088,upstream,33132
29955,upstream,17817
29955,downstream,25179
29955,upstream,30974
11392,upstream,9861
11392,downstream,30079
30079,upstream,11392
30079,downstream,30080
30081,upstream,33131
30081,downstream,33136
33131,downstream,30081
33131,downstream,30086
33131,downstream,30083
33135,downstream,33134
33135,upstream,30087
37809,upstream,16956
30080,upstream,9923
30080,upstream,30079
30080,downstream,33136
33138,downstream,33139
33138,downstream,33137
33138,upstream,33136
33139,upstream,33138
33140,upstream,33136
16956,upstream,15879
16956,upstream,16186
16956,downstream,16955
16956,downstream,37809
16956,upstream,33137
33137,upstream,33138
33137,downstream,16956
33136,upstream,30081
33136,upstream,30080
33136,downstream,33138
33136,downstream,33140
30082,upstream,30083
30082,downstream,30087
30084,upstream,30085
30084,upstream,30086
30084,downstream,30087
30086,upstream,33131
30086,downstream,30084
30083,upstream,33131
30083,downstream,30082
30087,downstream,33133
30087,downstream,33135
30087,upstream,30082
30087,upstream,30084
11393,downstream,24851
11393,upstream,11394
11394,upstream,9861
11394,downstream,11393
25126,upstream,25043
25126,upstream,25044
25126,downstream,25147
25126,downstream,25217
25147,upstream,25126
25147,downstream,25246
25147,downstream,37535
25147,downstream,37805
25147,upstream,25127
25178,downstream,29832
25178,upstream,25104
25178,downstream,25218
25217,upstream,25126
25217,downstream,25247
25217,downstream,37534
25217,upstream,25127
25246,downstream,25348
25246,upstream,25147
25246,downstream,30384
25246,upstream,25146
25247,downstream,25348
25247,upstream,25217
25247,upstream,25218
25247,downstream,30384
37534,upstream,25217
37534,upstream,25218
37535,upstream,25147
37535,upstream,25146
37805,upstream,25147
37805,upstream,25146
37806,upstream,25043
37806,upstream,25044
25218,upstream,25179
25218,upstream,25178
25218,downstream,25247
25218,downstream,37534
25127,upstream,25104
25127,downstream,25147
25127,downstream,25217
37807,upstream,25104
30384,downstream,30383
30384,upstream,25246
30384,upstream,25247
30384,downstream,37536
37536,upstream,30384
25070,downstream,25125
25070,upstream,25043
25070,upstream,25044
25070,downstream,25146
25146,upstream,25069
25146,downstream,25246
25146,downstream,37535
25146,downstream,37805
25146,upstream,25070
154,upstream,155
154,downstream,15695
668,upstream,609
668,upstream,846
668,downstream,16092
2543,upstream,2544
2543,downstream,15695
24922,downstream,25019
24922,downstream,24951
24922,downstream,37825
24922,upstream,36692
25019,downstream,25044
25019,downstream,25104
25019,upstream,24922
25019,upstream,31702
31702,downstream,25019
31702,upstream,31703
31702,downstream,24951
31702,downstream,37825
31703,upstream,24851
31703,downstream,31702
24951,downstream,25043
24951,upstream,24922
24951,upstream,31702
24951,downstream,24979
37825,upstream,24922
37825,upstream,31702
24979,downstream,36710
24979,downstream,37827
24979,downstream,25069
24979,upstream,24951
24806,downstream,24978
24806,upstream,36692
36692,downstream,24922
36692,downstream,24806
36692,upstream,9907
37530,upstream,9907
9907,downstream,36692
9907,downstream,37530
9907,upstream,36696
36696,downstream,2463
36696,upstream,9867
36696,downstream,9907
9,downstream,397
9,upstream,10
63,downstream,977
63,upstream,59
337,upstream,334
337,downstream,336
337,downstream,13617
671,downstream,645
671,upstream,672
840,upstream,603
840,upstream,13616
840,downstream,839
2110,downstream,13996
2110,downstream,37577
2110,downstream,370
2110,downstream,872
2110,upstream,2111
9390,downstream,9392
9390,downstream,38637
9390,upstream,38630
9393,downstream,13631
9393,downstream,13811
9393,upstream,13960
9393,upstream,9349
9820,downstream,9923
9820,upstream,839
9820,upstream,13610
11388,downstream,13611
11388,downstream,37538
15146,upstream,2848
15146,downstream,14287
15146,upstream,15147
367,downstream,334
367,downstream,333
367,upstream,371
367,upstream,13661
867,downstream,373
867,downstream,865
867,upstream,868
364,downstream,363
364,downstream,13664
364,upstream,365
364,upstream,13663
366,downstream,365
366,upstream,333
366,upstream,864
866,downstream,873
866,downstream,13662
866,upstream,865
874,downstream,875
874,upstream,873
9821,downstream,9923
9821,upstream,603
9821,upstream,13616
13664,downstream,875
13664,upstream,364
365,downstream,364
365,upstream,366
365,upstream,13662
873,upstream,866
873,downstream,874
873,downstream,13663
13663,downstream,364
13663,upstream,873
13662,upstream,866
13662,downstream,365
334,downstream,337
334,upstream,367
334,upstream,373
334,downstream,13616
603,downstream,840
603,downstream,9821
603,upstream,333
603,upstream,864
333,upstream,367
333,downstream,366
333,downstream,603
333,upstream,373
373,upstream,867
373,downstream,334
373,downstream,333
864,downstream,366
864,downstream,603
864,upstream,865
865,upstream,867
865,downstream,866
865,downstream,864
13616,downstream,840
13616,downstream,9821
13616,upstream,334
368,downstream,181
368,upstream,369
368,upstream,13660
870,downstream,869
870,downstream,13658
870,upstream,871
13657,downstream,868
13657,downstream,13656
13996,upstream,2110
13996,downstream,869
13996,downstream,13658
181,upstream,368
181,upstream,13658
181,downstream,372
869,upstream,870
869,upstream,13996
869,downstream,868
869,downstream,13656
13658,upstream,870
13658,upstream,13996
13658,downstream,181
371,downstream,367
371,upstream,372
868,downstream,867
868,upstream,13657
868,upstream,869
868,downstream,13661
13661,downstream,367
13661,upstream,868
372,upstream,181
372,downstream,371
372,upstream,13656
13656,upstream,13657
13656,upstream,869
13656,downstream,372
369,downstream,368
369,upstream,370
871,downstream,870
871,downstream,13660
871,upstream,872
871,upstream,13659
37577,upstream,2110
13660,downstream,368
13660,upstream,871
370,upstream,2110
370,downstream,369
370,downstream,13659
872,upstream,2110
872,downstream,871
13659,downstream,871
13659,upstream,370
9186,upstream,11440
9186,downstream,9201
9186,downstream,11700
9186,upstream,14287
9243,upstream,11697
9243,upstream,9201
11697,downstream,9243
11697,upstream,11698
11698,downstream,37685
11698,upstream,9161
11698,downstream,11697
9201,upstream,9186
9201,downstream,9243
11700,downstream,11699
11700,upstream,9186
14287,upstream,15146
14287,downstream,9186
198,downstream,157
198,upstream,396
198,upstream,398
341,upstream,604
341,upstream,338
341,downstream,340
604,downstream,341
604,upstream,646
606,upstream,605
606,downstream,607
608,downstream,609
608,downstream,2466
608,upstream,605
646,downstream,604
646,downstream,670
646,upstream,711
646,upstream,847
9572,downstream,13611
9572,downstream,37538
9572,upstream,11268
9621,upstream,2581
9621,downstream,9712
9621,downstream,2678
9621,downstream,37813
9621,upstream,9560
9625,downstream,9717
9625,upstream,11690
13611,upstream,11388
13611,upstream,9572
13611,downstream,339
13611,downstream,13610
37539,upstream,11690
339,downstream,37872
339,upstream,13611
339,upstream,336
339,downstream,338
339,downstream,13618
841,upstream,842
841,downstream,605
841,upstream,13618
842,downstream,37533
842,downstream,841
842,upstream,839
842,upstream,13610
336,upstream,337
336,downstream,339
336,downstream,13610
839,upstream,840
839,downstream,9820
839,downstream,842
839,upstream,13617
13617,upstream,337
13617,downstream,839
13610,downstream,9820
13610,upstream,13611
13610,downstream,842
13610,upstream,336
605,downstream,606
605,downstream,608
605,upstream,841
338,downstream,341
338,upstream,339
13618,downstream,37533
13618,upstream,339
13618,downstream,841
37538,upstream,11388
37538,upstream,9572
74,upstream,669
74,downstream,342
75,upstream,157
75,downstream,459
156,downstream,343
156,upstream,157
467,upstream,468
467,downstream,459
669,downstream,74
669,downstream,843
669,upstream,670
971,upstream,972
971,downstream,964
9712,upstream,2785
9712,downstream,37521
9712,upstream,9621
9712,downstream,9716
9712,downstream,11687
9717,upstream,9625
9717,downstream,14133
9717,upstream,2678
37814,upstream,14132
37814,upstream,458
77,downstream,846
77,upstream,607
342,upstream,74
342,upstream,340
342,downstream,468
343,downstream,78
343,downstream,155
343,upstream,156
843,downstream,846
843,upstream,669
972,downstream,971
972,upstream,607
340,upstream,341
340,downstream,342
607,upstream,606
607,downstream,77
607,downstream,972
468,downstream,467
468,upstream,342
157,upstream,198
157,downstream,75
157,downstream,156
670,upstream,646
670,downstream,669
335,downstream,9867
335,upstream,14132
335,upstream,458
845,downstream,2540
845,upstream,963
845,upstream,13615
845,downstream,844
2540,downstream,2544
2540,upstream,845
2793,downstream,458
2793,upstream,14133
9716,upstream,2583
9716,upstream,9712
9716,downstream,14133
11687,upstream,2583
11687,upstream,9712
11687,downstream,11686
14132,downstream,37814
14132,downstream,335
14132,downstream,13615
14132,upstream,14133
964,upstream,78
964,upstream,971
964,downstream,963
2539,downstream,2544
2539,upstream,963
2539,upstream,13615
458,downstream,37814
458,downstream,335
458,upstream,2793
458,upstream,459
458,downstream,13615
963,downstream,845
963,upstream,964
963,downstream,2539
459,upstream,75
459,upstream,467
459,downstream,458
13615,downstream,845
13615,upstream,14132
13615,downstream,2539
13615,upstream,458
14133,upstream,9717
14133,downstream,2793
14133,upstream,9716
14133,downstream,14132
844,downstream,9867
844,upstream,845
11686,downstream,9867
11686,upstream,11687
2678,upstream,2785
2678,upstream,9621
2678,downstream,9717
37813,upstream,2785
37813,upstream,9621
119,downstream,711
119,upstream,67
344,downstream,399
344,upstream,67
397,upstream,9
397,downstream,396
711,downstream,646
711,upstream,119
711,upstream,645
976,upstream,977
976,downstream,847
977,upstream,63
977,downstream,976
977,upstream,601
9501,upstream,36701
9501,downstream,37522
9501,downstream,9560
9501,downstream,37572
9501,upstream,13608
11268,downstream,9572
11268,upstream,11690
13631,upstream,9393
13631,upstream,9392
396,downstream,198
396,upstream,397
399,upstream,344
399,downstream,398
847,downstream,646
847,upstream,976
398,downstream,198
398,upstream,399
645,upstream,671
645,downstream,711
9560,upstream,14109
9560,downstream,9621
9560,upstream,9501
9560,downstream,11691
11690,downstream,9625
11690,downstream,37539
11690,downstream,11268
11690,downstream,37540
11690,upstream,11691
37540,upstream,11690
37572,upstream,14109
37572,upstream,9501
11691,upstream,2581
11691,upstream,9560
11691,downstream,11690
67,upstream,36701
67,downstream,119
67,downstream,344
67,upstream,13608
601,upstream,955
601,downstream,977
601,upstream,13609
9392,upstream,14107
9392,upstream,9390
9392,downstream,13631
9392,downstream,13811
13609,downstream,601
13609,downstream,13608
13609,upstream,38637
13811,upstream,9393
13811,upstream,9392
13608,upstream,955
13608,downstream,9501
13608,downstream,67
13608,upstream,13609
38637,upstream,14107
38637,downstream,37523
38637,upstream,9390
38637,downstream,13609
59,downstream,63
59,upstream,506
59,downstream,10
300,downstream,507
300,upstream,2489
300,upstream,301
672,downstream,671
672,upstream,2215
672,upstream,1012
804,downstream,1013
804,upstream,808
2215,downstream,672
2215,downstream,2364
2215,upstream,2216
2111,downstream,2110
2111,upstream,2363
2364,upstream,2215
2364,downstream,2363
2364,upstream,1012
15068,upstream,15094
15069,downstream,2363
15069,upstream,15094
2363,downstream,2111
2363,upstream,2364
2363,upstream,15069
15094,downstream,15068
15094,downstream,15069
15094,upstream,1013
15094,upstream,15095
507,upstream,300
507,downstream,506
507,downstream,15095
1013,upstream,804
1013,downstream,15094
1013,downstream,1012
506,upstream,15065
506,downstream,59
506,upstream,507
1012,downstream,672
1012,downstream,2364
1012,upstream,1013
1012,upstream,15095
15095,upstream,15065
15095,downstream,15094
15095,upstream,507
15095,downstream,1012
302,upstream,8
302,downstream,301
809,upstream,530
809,upstream,2706
809,downstream,808
2489,upstream,2636
2489,upstream,11297
2489,downstream,300
14267,downstream,11300
14267,upstream,14268
15145,downstream,15147
15145,upstream,11299
2484,upstream,2485
2484,downstream,15147
15147,downstream,15146
15147,upstream,15145
15147,upstream,2484
11299,downstream,15145
11299,upstream,11300
11300,upstream,14267
11300,downstream,11299
301,downstream,300
301,upstream,302
808,downstream,804
808,upstream,809
14268,upstream,2636
14268,upstream,11297
14268,downstream,14267
11688,downstream,9349
11688,downstream,38630
11688,upstream,11689
13960,downstream,9393
13960,upstream,2216
37541,upstream,2216
10,downstream,9
10,upstream,59
9349,upstream,14103
9349,downstream,9393
9349,upstream,11688
37833,upstream,38630
38630,upstream,14103
38630,downstream,37527
38630,downstream,9390
38630,upstream,11688
38630,downstream,37833
2216,upstream,1627
2216,downstream,2215
2216,downstream,13960
2216,downstream,37541
11689,upstream,1627
11689,downstream,37537
11689,downstream,11688
16485,upstream,1537
16485,downstream,16486
16485,downstream,31589
17301,downstream,37554
17301,downstream,16532
17301,upstream,17302
24939,upstream,31588
24939,upstream,24894
24939,downstream,24981
25334,downstream,30382
25334,downstream,30980
25334,upstream,25228
25335,downstream,30382
25335,downstream,30980
25335,upstream,25314
25335,upstream,25315
25367,downstream,25391
25367,downstream,25426
25367,upstream,25314
25367,upstream,25315
25495,upstream,25460
25495,downstream,25525
25495,downstream,25565
25623,downstream,25660
25623,downstream,25652
25623,upstream,25565
25660,upstream,25623
25660,downstream,32902
25660,downstream,31093
30048,upstream,31555
30048,upstream,25652
30048,downstream,25861
30048,downstream,37555
30075,upstream,24955
30075,upstream,24956
30075,downstream,30076
30075,downstream,30077
31588,downstream,24939
31588,upstream,31589
31800,downstream,31869
31800,upstream,31820
31805,downstream,31804
31805,downstream,31803
31806,downstream,31816
31815,upstream,31817
31815,upstream,31816
31815,downstream,31811
31817,downstream,31815
31817,upstream,31814
31818,downstream,31823
31818,downstream,31819
31818,upstream,31820
31822,upstream,31821
31823,upstream,31818
31823,downstream,31824
31823,downstream,31825
31824,upstream,31823
37554,upstream,17301
37554,upstream,25338
37885,upstream,16517
16560,downstream,25663
16560,downstream,17160
16560,upstream,16552
16560,upstream,17490
16578,upstream,16575
16578,downstream,16580
17166,upstream,25381
17166,downstream,17165
17166,upstream,16532
17489,upstream,25451
17489,downstream,25527
17489,downstream,17490
25381,downstream,17166
25381,upstream,30979
25381,downstream,30978
25451,downstream,17489
25451,upstream,17165
25451,downstream,25464
25527,upstream,17489
25527,downstream,25662
25527,upstream,25508
25527,downstream,25563
25638,downstream,30117
25638,downstream,25706
25638,upstream,25582
25638,upstream,25581
25662,upstream,25527
25662,downstream,25689
25662,downstream,25737
25662,upstream,25526
25688,downstream,25695
25688,upstream,25562
25688,upstream,25563
25689,upstream,25662
25689,upstream,25663
25689,downstream,25695
30115,downstream,33099
30115,downstream,30114
30115,upstream,25606
30115,upstream,25605
31555,downstream,30048
31555,downstream,30049
31555,upstream,33093
33095,downstream,33096
33095,downstream,33098
33095,upstream,25606
33095,upstream,25605
37543,upstream,33093
37772,upstream,17165
37881,upstream,17347
37881,upstream,33097
15770,downstream,16045
15770,downstream,15740
15770,upstream,17492
15770,upstream,31260
16045,upstream,15770
16045,downstream,17274
16575,downstream,16578
16575,upstream,17281
16575,upstream,25737
16577,downstream,17162
16577,upstream,17159
16577,upstream,17346
17274,downstream,17273
17274,upstream,16045
17274,upstream,16586
17347,upstream,16562
17347,downstream,37881
17347,upstream,30114
17347,downstream,17346
31277,upstream,31278
31277,downstream,17162
33099,upstream,30115
33099,downstream,33097
15740,upstream,15770
15740,downstream,15962
15791,upstream,15935
15791,downstream,15962
15962,downstream,15902
15962,upstream,15740
15962,upstream,15791
17583,upstream,16562
17583,upstream,30114
17583,downstream,17582
30114,upstream,30115
30114,downstream,17347
30114,downstream,17583
31278,downstream,31277
31278,upstream,17492
31278,upstream,31260
17492,downstream,15770
17492,downstream,31278
17492,downstream,17493
17492,upstream,17582
31260,upstream,31261
31260,downstream,15770
31260,downstream,31278
31260,downstream,17493
17493,downstream,17530
17493,upstream,17492
17493,upstream,31260
17582,upstream,17583
17582,downstream,17492
17161,downstream,15796
17161,downstream,16586
17161,upstream,17162
16586,downstream,17274
16586,upstream,17161
17162,downstream,37774
17162,upstream,16577
17162,upstream,31277
17162,downstream,17161
17159,downstream,16577
17159,downstream,17282
17159,upstream,17160
17281,downstream,16575
17281,upstream,17282
25663,upstream,16560
25663,downstream,25689
25663,downstream,25737
25663,upstream,33096
25737,upstream,25662
25737,downstream,16575
25737,upstream,25663
33097,downstream,37881
33097,upstream,33099
33097,downstream,17346
33097,upstream,33098
17346,downstream,16577
17346,upstream,17347
17346,upstream,33097
17346,downstream,17282
17282,upstream,17159
17282,downstream,17281
17282,upstream,17346
33096,upstream,33095
33096,downstream,25663
33096,downstream,17160
33098,upstream,33095
33098,downstream,33097
17160,upstream,16560
17160,downstream,17159
17160,upstream,33096
16542,downstream,16552
16542,downstream,25508
16542,upstream,17165
25418,downstream,25465
25418,upstream,30381
25418,upstream,25391
25465,upstream,25418
25465,downstream,25528
25465,downstream,25493
25465,upstream,30418
25466,downstream,25528
25466,upstream,25450
25466,upstream,25449
25466,downstream,25493
25505,downstream,25529
25505,downstream,25574
25505,upstream,25450
25505,upstream,25449
25528,upstream,25465
25528,upstream,25466
25528,downstream,25605
30381,downstream,25418
30381,downstream,25449
30381,upstream,30382
37544,upstream,30980
37880,upstream,16552
37880,upstream,17490
25529,upstream,25506
25529,upstream,25505
25529,downstream,25605
25574,upstream,25506
25574,downstream,25640
25574,upstream,25505
25574,downstream,25606
